"","GAME_ID","League","Day/Night","PlayingSurface","Weather","WindSpeed","WindDirection","Temperature"
"5606","2015/05/30/tormlb-minmlb-1","AL","D","G","Partly Cloudy",13,"In From LF",59
"5607","2015/05/30/wasmlb-cinmlb-1","NL","D","G","Cloudy",9,"R To L",84
"5608","2015/05/31/arimlb-milmlb-1","NL","D","G","Roof Closed",0,"None",68
"5609","2015/05/31/atlmlb-sfnmlb-1","NL","D","G","Cloudy",12,"Out To CF",64
"5610","2015/05/31/bosmlb-texmlb-1","AL","D","G","Sunny",5,"L To R",77
"5611","2015/05/31/chamlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"5612","2015/05/31/clemlb-seamlb-1","AL","D","G","Overcast",5,"Out To RF",63
"5613","2015/05/31/colmlb-phimlb-1","NL","D","G","Partly Cloudy",11,"L To R",86
"5614","2015/05/31/detmlb-anamlb-1","AL","N","G","Sunny",7,"Out To RF",72
"5615","2015/05/31/kcamlb-chnmlb-1","NL","D","G","Cloudy",21,"In From LF",47
"5616","2015/05/31/lanmlb-slnmlb-1","NL","D","G","Overcast",9,"In From LF",59
"5617","2015/05/31/miamlb-nynmlb-1","NL","D","G","Partly Cloudy",12,"Out To CF",83
"5618","2015/05/31/nyamlb-oakmlb-1","AL","D","G","Partly Cloudy",12,"Out To RF",62
"5619","2015/05/31/pitmlb-sdnmlb-1","NL","N","G","Partly Cloudy",8,"Out To RF",68
"5620","2015/05/31/tbamlb-balmlb-1","AL","D","G","Partly Cloudy",6,"Out To CF",86
"5621","2015/05/31/tormlb-minmlb-1","AL","D","G","Cloudy",6,"In From LF",58
"5622","2015/05/31/wasmlb-cinmlb-1","NL","D","G","Overcast",17,"L To R",64
"5623","2015/06/01/atlmlb-arimlb-1","NL","N","G","Partly Cloudy",8,"L To R",99
"5624","2015/06/01/balmlb-houmlb-1","AL","N","G","Partly Cloudy",2,"In From LF",86
"5625","2015/06/01/chnmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",76
"5626","2015/06/01/lanmlb-colmlb-1","NL","N","G","Partly Cloudy",7,"R To L",76
"5627","2015/06/01/milmlb-slnmlb-1","NL","N","G","Cloudy",5,"L To R",65
"5628","2015/06/03/minmlb-bosmlb-1","AL","D","G","Cloudy",11,"In From RF",53
"5629","2015/06/01/nyamlb-seamlb-1","AL","N","G","Cloudy",1,"None",61
"5630","2015/06/01/nynmlb-sdnmlb-1","NL","N","G","Clear",12,"Out To RF",67
"5631","2015/06/01/pitmlb-sfnmlb-1","NL","N","G","Partly Cloudy",12,"Out To CF",61
"5632","2015/06/01/tbamlb-anamlb-1","AL","N","G","Clear",7,"None",72
"5633","2015/06/02/tormlb-wasmlb-1","NL","D","G","Cloudy",9,"Out To LF",67
"5634","2015/06/02/atlmlb-arimlb-1","NL","N","G","Clear",8,"Out To RF",100
"5635","2015/06/02/balmlb-houmlb-1","AL","N","G","Partly Cloudy",6,"R To L",87
"5636","2015/06/02/chamlb-texmlb-1","AL","N","G","Clear",10,"In From LF",87
"5637","2015/06/02/chnmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",74
"5638","2015/06/02/cinmlb-phimlb-1","NL","N","G","Rain",8,"R To L",57
"5639","2015/06/02/clemlb-kcamlb-1","AL","N","G","Cloudy",8,"R To L",74
"5640","2015/06/02/lanmlb-colmlb-2","NL","N","G","Clear",8,"L To R",82
"5641","2015/06/02/milmlb-slnmlb-1","NL","N","G","Clear",4,"R To L",70
"5642","2015/06/02/minmlb-bosmlb-1","AL","N","G","Cloudy",12,"In From CF",48
"5643","2015/06/02/nyamlb-seamlb-1","AL","N","G","Roof Closed",1,"Varies",63
"5644","2015/06/02/nynmlb-sdnmlb-1","NL","N","G","Clear",6,"L To R",65
"5645","2015/06/02/oakmlb-detmlb-1","AL","N","G","Partly Cloudy",9,"In From CF",69
"5646","2015/06/02/pitmlb-sfnmlb-1","NL","N","G","Clear",18,"Out To CF",58
"5647","2015/06/02/tbamlb-anamlb-1","AL","N","G","Clear",6,"Out To RF",68
"5648","2015/06/02/tormlb-wasmlb-2","NL","N","G","Overcast",9,"In From RF",61
"5649","2015/06/03/atlmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",77
"5650","2015/06/03/balmlb-houmlb-1","AL","N","G","Cloudy",8,"Out To LF",84
"5651","2015/06/03/chamlb-texmlb-1","AL","N","G","Clear",11,"R To L",86
"5652","2015/06/03/chnmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",73
"5653","2015/06/03/cinmlb-phimlb-1","NL","N","G","Cloudy",8,"R To L",66
"5654","2015/06/03/clemlb-kcamlb-1","AL","N","G","Cloudy",4,"In From RF",73
"5655","2015/06/03/lanmlb-colmlb-1","NL","N","G","Cloudy",7,"Out To RF",64
"5656","2015/06/03/milmlb-slnmlb-1","NL","D","G","Cloudy",11,"Out To CF",72
"5657","2015/06/03/minmlb-bosmlb-2","AL","N","G","Partly Cloudy",10,"R To L",60
"5658","2015/06/03/nyamlb-seamlb-1","AL","D","G","Partly Cloudy",1,"L To R",59
"5659","2015/06/03/nynmlb-sdnmlb-1","NL","N","G","Partly Cloudy",9,"Out To RF",65
"5660","2015/06/03/oakmlb-detmlb-1","AL","N","G","Clear",10,"R To L",70
"5661","2015/06/03/pitmlb-sfnmlb-1","NL","D","G","Partly Cloudy",15,"Out To CF",64
"5662","2015/06/03/tbamlb-anamlb-1","AL","N","G","Partly Cloudy",6,"Out To RF",70
"5663","2015/06/03/tormlb-wasmlb-1","NL","N","G","Cloudy",8,"Out To RF",63
"5664","2015/06/04/balmlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"5665","2015/06/04/chamlb-texmlb-1","AL","N","G","Clear",9,"R To L",88
"5666","2015/06/04/chnmlb-wasmlb-1","NL","N","G","Rain",4,"In From LF",64
"5667","2015/06/04/cinmlb-phimlb-1","NL","N","G","Cloudy",13,"R To L",65
"5668","2015/06/04/clemlb-kcamlb-1","AL","N","G","Cloudy",5,"In From RF",78
"5669","2015/06/04/minmlb-bosmlb-1","AL","D","G","Partly Cloudy",15,"R To L",56
"5670","2015/06/04/nynmlb-arimlb-1","NL","N","G","Cloudy",13,"Varies",91
"5671","2015/06/04/oakmlb-detmlb-1","AL","D","G","Partly Cloudy",6,"In From CF",73
"5672","2015/06/04/slnmlb-lanmlb-1","NL","N","G","Partly Cloudy",6,"Out To RF",66
"5673","2015/06/04/tbamlb-seamlb-1","AL","N","G","Partly Cloudy",5,"Out To CF",69
"5674","2015/06/05/anamlb-nyamlb-1","AL","N","G","Cloudy",8,"R To L",66
"5675","2015/06/05/balmlb-clemlb-1","AL","N","G","Partly Cloudy",3,"In From LF",76
"5676","2015/06/05/chnmlb-wasmlb-1","NL","N","G","Cloudy",2,"In From LF",74
"5677","2015/06/05/detmlb-chamlb-1","AL","N","G","Partly Cloudy",18,"L To R",55
"5678","2015/06/05/houmlb-tormlb-1","AL","N","T","Cloudy",7,"In From CF",70
"5679","2015/06/05/miamlb-colmlb-1","NL","N","G","Partly Cloudy",4,"Out To RF",67
"5680","2015/06/05/milmlb-minmlb-1","AL","N","G","Partly Cloudy",11,"In From LF",74
"5681","2015/06/05/nynmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",74
"5682","2015/06/05/oakmlb-bosmlb-1","AL","N","G","Cloudy",10,"In From RF",56
"5683","2015/06/05/pitmlb-atlmlb-1","NL","N","G","Partly Cloudy",7,"L To R",83
"5684","2015/06/05/sdnmlb-cinmlb-1","NL","N","G","Partly Cloudy",6,"L To R",83
"5685","2015/06/05/sfnmlb-phimlb-1","NL","N","G","Partly Cloudy",2,"Out To RF",74
"5686","2015/06/05/slnmlb-lanmlb-1","NL","N","G","Clear",9,"L To R",66
"5687","2015/06/05/tbamlb-seamlb-1","AL","N","G","Clear",3,"L To R",77
"5688","2015/06/05/texmlb-kcamlb-1","AL","N","G","Partly Cloudy",1,"L To R",81
"5689","2015/06/06/anamlb-nyamlb-1","AL","N","G","Partly Cloudy",7,"In From LF",72
"5690","2015/06/06/balmlb-clemlb-1","AL","D","G","Partly Cloudy",19,"In From RF",61
"5691","2015/06/06/chnmlb-wasmlb-1","NL","D","G","Cloudy",6,"In From CF",76
"5692","2015/06/06/detmlb-chamlb-1","AL","N","G","Clear",9,"L To R",65
"5693","2015/06/06/houmlb-tormlb-1","AL","D","T","Sunny",10,"Out To LF",56
"5694","2015/06/06/miamlb-colmlb-1","NL","D","G","Partly Cloudy",7,"R To L",72
"5695","2015/06/06/milmlb-minmlb-1","AL","D","G","Cloudy",15,"In From RF",73
"5696","2015/06/06/nynmlb-arimlb-1","NL","N","G","Partly Cloudy",10,"Varies",97
"5697","2015/06/06/oakmlb-bosmlb-1","AL","D","G","Cloudy",12,"In From CF",62
"5698","2015/06/06/pitmlb-atlmlb-1","NL","N","G","Partly Cloudy",8,"R To L",88
"5699","2015/06/06/sdnmlb-cinmlb-1","NL","D","G","Cloudy",6,"L To R",72
"5700","2015/06/06/sfnmlb-phimlb-1","NL","D","G","Cloudy",14,"R To L",77
"5701","2015/06/06/slnmlb-lanmlb-1","NL","N","G","Partly Cloudy",7,"Out To CF",67
"5702","2015/06/06/tbamlb-seamlb-1","AL","N","G","Clear",6,"Out To RF",82
"5703","2015/06/06/texmlb-kcamlb-1","AL","D","G","Partly Cloudy",8,"R To L",78
"5704","2015/06/07/anamlb-nyamlb-1","AL","D","G","Sunny",10,"R To L",74
"5705","2015/06/07/balmlb-clemlb-1","AL","D","G","Sunny",14,"Out To CF",80
"5706","2015/06/07/chnmlb-wasmlb-1","NL","D","G","Overcast",4,"Out To LF",79
"5707","2015/06/07/detmlb-chamlb-1","AL","D","G","Overcast",20,"In From RF",76
"5708","2015/06/07/houmlb-tormlb-1","AL","D","T","Sunny",18,"R To L",56
"5709","2015/06/07/miamlb-colmlb-1","NL","D","G","Partly Cloudy",11,"R To L",72
"5710","2015/06/07/milmlb-minmlb-1","AL","D","G","Partly Cloudy",12,"Out To RF",78
"5711","2015/06/07/nynmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",75
"5712","2015/06/07/oakmlb-bosmlb-1","AL","D","G","Sunny",13,"R To L",61
"5713","2015/06/07/pitmlb-atlmlb-1","NL","D","G","Partly Cloudy",7,"R To L",86
"5714","2015/06/07/sdnmlb-cinmlb-1","NL","D","G","Partly Cloudy",12,"R To L",83
"5715","2015/06/07/sfnmlb-phimlb-1","NL","D","G","Partly Cloudy",6,"Out To CF",76
"5716","2015/06/07/slnmlb-lanmlb-1","NL","N","G","Sunny",7,"L To R",73
"5717","2015/06/07/tbamlb-seamlb-1","AL","D","G","Sunny",4,"Out To RF",72
"5718","2015/06/07/texmlb-kcamlb-1","AL","D","G","Partly Cloudy",15,"R To L",89
"5719","2015/06/08/arimlb-lanmlb-1","NL","N","G","Clear",6,"Out To RF",77
"5720","2015/06/08/houmlb-chamlb-1","AL","N","G","Rain",6,"Varies",71
"5721","2015/06/08/kcamlb-minmlb-1","AL","N","G","Partly Cloudy",12,"Out To RF",79
"5722","2015/06/08/miamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"5723","2015/06/08/milmlb-pitmlb-1","NL","N","G","Overcast",5,"Out To LF",74
"5724","2015/06/08/phimlb-cinmlb-1","NL","N","G","Overcast",8,"Varies",75
"5725","2015/06/08/sdnmlb-atlmlb-1","NL","N","G","Partly Cloudy",8,"L To R",86
"5726","2015/06/08/slnmlb-colmlb-1","NL","N","G","Clear",8,"R To L",78
"5727","2015/06/09/anamlb-tbamlb-1","AL","N","T","Dome",0,"None",72
"5728","2015/06/09/arimlb-lanmlb-1","NL","N","G","Drizzle",7,"L To R",82
"5729","2015/06/09/bosmlb-balmlb-1","AL","N","G","Partly Cloudy",4,"R To L",82
"5730","2015/06/09/chnmlb-detmlb-1","AL","N","G","Partly Cloudy",7,"R To L",77
"5731","2015/06/09/houmlb-chamlb-1","AL","N","G","Clear",16,"R To L",86
"5732","2015/06/09/kcamlb-minmlb-1","AL","N","G","Partly Cloudy",13,"Out To LF",92
"5733","2015/06/09/miamlb-tormlb-1","AL","N","T","Cloudy",5,"Out To CF",62
"5734","2015/06/09/milmlb-pitmlb-1","NL","N","G","Cloudy",11,"R To L",74
"5735","2015/06/09/phimlb-cinmlb-1","NL","N","G","Partly Cloudy",6,"Out To LF",79
"5736","2015/06/09/sdnmlb-atlmlb-1","NL","N","G","Drizzle",13,"Out To CF",72
"5737","2015/06/09/seamlb-clemlb-1","AL","N","G","Clear",3,"L To R",72
"5738","2015/06/09/sfnmlb-nynmlb-1","NL","N","G","Partly Cloudy",13,"L To R",81
"5739","2015/06/09/slnmlb-colmlb-1","NL","N","G","Cloudy",10,"R To L",73
"5740","2015/06/09/texmlb-oakmlb-1","AL","N","G","Overcast",12,"Out To RF",68
"5741","2015/06/09/wasmlb-nyamlb-1","AL","N","G","Partly Cloudy",20,"Out To LF",83
"5742","2015/06/10/anamlb-tbamlb-1","AL","N","T","Dome",0,"None",72
"5743","2015/06/10/arimlb-lanmlb-1","NL","N","G","Clear",8,"Out To RF",70
"5744","2015/06/10/bosmlb-balmlb-1","AL","N","G","Partly Cloudy",5,"Out To RF",82
"5745","2015/06/10/chnmlb-detmlb-1","AL","N","G","Partly Cloudy",18,"Out To CF",87
"5746","2015/06/10/houmlb-chamlb-1","AL","N","G","Partly Cloudy",8,"Out To RF",68
"5747","2015/06/10/kcamlb-minmlb-1","AL","N","G","Partly Cloudy",9,"L To R",78
"5748","2015/06/10/miamlb-tormlb-1","AL","D","T","Roof Closed",0,"None",68
"5749","2015/06/10/milmlb-pitmlb-1","NL","N","G","Partly Cloudy",16,"R To L",83
"5750","2015/06/10/phimlb-cinmlb-1","NL","D","G","Partly Cloudy",7,"Varies",86
"5751","2015/06/10/sdnmlb-atlmlb-1","NL","N","G","Partly Cloudy",7,"R To L",81
"5752","2015/06/10/seamlb-clemlb-1","AL","N","G","Partly Cloudy",18,"Out To RF",88
"5753","2015/06/10/sfnmlb-nynmlb-1","NL","N","G","Partly Cloudy",6,"Out To LF",76
"5754","2015/06/10/slnmlb-colmlb-1","NL","D","G","Partly Cloudy",11,"R To L",68
"5755","2015/06/10/texmlb-oakmlb-1","AL","N","G","Cloudy",13,"Out To RF",63
"5756","2015/06/10/wasmlb-nyamlb-1","AL","D","G","Partly Cloudy",10,"Out To CF",81
"5757","2015/06/11/anamlb-tbamlb-1","AL","N","T","Dome",0,"None",72
"5758","2015/06/11/bosmlb-balmlb-1","AL","N","G","Clear",2,"L To R",90
"5759","2015/06/11/cinmlb-chnmlb-1","NL","N","G","Cloudy",15,"In From RF",61
"5760","2015/06/11/colmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",73
"5761","2015/06/11/sdnmlb-atlmlb-1","NL","D","G","Partly Cloudy",2,"L To R",74
"5762","2015/06/11/seamlb-clemlb-1","AL","D","G","Cloudy",14,"In From CF",72
"5763","2015/06/11/sfnmlb-nynmlb-1","NL","N","G","Partly Cloudy",9,"Out To RF",91
"5764","2015/06/11/texmlb-oakmlb-1","AL","D","G","Sunny",3,"Out To LF",68
"5765","2015/06/11/wasmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",70
"5766","2015/06/12/arimlb-sfnmlb-1","NL","N","G","Clear",12,"Out To CF",66
"5767","2015/06/12/atlmlb-nynmlb-1","NL","N","G","Cloudy",11,"Out To LF",81
"5768","2015/06/12/chamlb-tbamlb-1","AL","N","T","Dome",0,"None",72
"5769","2015/06/12/cinmlb-chnmlb-1","NL","D","G","Drizzle",7,"In From CF",52
"5770","2015/06/12/clemlb-detmlb-1","AL","N","G","Cloudy",11,"Out To CF",74
"5771","2015/06/12/colmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",76
"5772","2015/06/12/kcamlb-slnmlb-1","NL","N","G","Overcast",13,"Out To LF",81
"5773","2015/06/12/lanmlb-sdnmlb-1","NL","N","G","Cloudy",5,"L To R",65
"5774","2015/06/12/minmlb-texmlb-1","AL","N","G","Clear",15,"R To L",91
"5775","2015/06/12/nyamlb-balmlb-1","AL","N","G","Partly Cloudy",4,"Out To RF",89
"5776","2015/06/12/oakmlb-anamlb-1","AL","N","G","Partly Cloudy",6,"R To L",70
"5777","2015/06/12/phimlb-pitmlb-1","NL","N","G","Partly Cloudy",14,"Out To LF",71
"5778","2015/06/12/seamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"5779","2015/06/12/tormlb-bosmlb-1","AL","N","G","Partly Cloudy",7,"R To L",66
"5780","2015/06/12/wasmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",69
"5781","2015/06/13/arimlb-sfnmlb-1","NL","D","G","Partly Cloudy",15,"Out To CF",65
"5782","2015/06/13/atlmlb-nynmlb-1","NL","D","G","Partly Cloudy",6,"L To R",84
"5783","2015/06/13/chamlb-tbamlb-1","AL","D","T","Dome",0,"None",72
"5784","2015/06/13/cinmlb-chnmlb-1","NL","N","G","Cloudy",6,"In From LF",59
"5785","2015/06/13/clemlb-detmlb-1","AL","D","G","Cloudy",9,"In From CF",65
"5786","2015/06/13/colmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",71
"5787","2015/06/13/kcamlb-slnmlb-1","NL","D","G","Partly Cloudy",10,"R To L",87
"5788","2015/06/13/lanmlb-sdnmlb-1","NL","N","G","Cloudy",7,"Varies",66
"5789","2015/06/13/minmlb-texmlb-1","AL","D","G","Cloudy",9,"R To L",87
"5790","2015/06/13/nyamlb-balmlb-1","AL","N","G","Partly Cloudy",2,"In From LF",88
"5791","2015/06/13/oakmlb-anamlb-1","AL","N","G","Clear",6,"L To R",70
"5792","2015/06/13/phimlb-pitmlb-1","NL","D","G","Cloudy",4,"Out To LF",84
"5793","2015/06/13/seamlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"5794","2015/06/13/tormlb-bosmlb-1","AL","D","G","Cloudy",8,"Out To CF",68
"5795","2015/06/13/wasmlb-milmlb-1","NL","D","G","Roof Closed",0,"None",67
"5796","2015/06/14/arimlb-sfnmlb-1","NL","D","G","Partly Cloudy",11,"Out To CF",63
"5797","2015/06/14/atlmlb-nynmlb-1","NL","D","G","Partly Cloudy",11,"In From RF",84
"5798","2015/06/14/chamlb-tbamlb-1","AL","D","T","Dome",0,"None",72
"5799","2015/06/14/cinmlb-chnmlb-1","NL","N","G","Partly Cloudy",6,"In From RF",70
"5800","2015/06/14/clemlb-detmlb-1","AL","D","G","Overcast",10,"R To L",74
"5801","2015/06/14/colmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",74
"5802","2015/07/23/kcamlb-slnmlb-1","NL","N","G","Partly Cloudy",5,"In From CF",85
"5803","2015/06/14/lanmlb-sdnmlb-1","NL","D","G","Overcast",7,"L To R",68
"5804","2015/06/14/minmlb-texmlb-1","AL","D","G","Partly Cloudy",13,"In From LF",86
"5805","2015/06/14/nyamlb-balmlb-1","AL","D","G","Overcast",1,"Out To LF",92
"5806","2015/06/14/oakmlb-anamlb-1","AL","D","G","Sunny",6,"Out To RF",72
"5807","2015/06/14/phimlb-pitmlb-1","NL","D","G","Cloudy",8,"Out To LF",75
"5808","2015/06/14/seamlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"5809","2015/06/14/tormlb-bosmlb-1","AL","D","G","Partly Cloudy",11,"In From RF",72
"5810","2015/06/14/wasmlb-milmlb-1","NL","D","G","Cloudy",3,"Out To CF",74
"5811","2015/06/15/arimlb-anamlb-1","AL","N","G","Clear",5,"R To L",75
"5812","2015/06/15/atlmlb-bosmlb-1","AL","N","G","Drizzle",11,"R To L",54
"5813","2015/06/15/chamlb-pitmlb-1","NL","N","G","Cloudy",13,"R To L",82
"5814","2015/06/15/cinmlb-detmlb-1","AL","N","G","Overcast",5,"R To L",75
"5815","2015/08/24/clemlb-chnmlb-1","NL","D","G","Partly Cloudy",16,"Out To CF",73
"5816","2015/06/15/colmlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"5817","2015/06/15/kcamlb-milmlb-1","NL","N","G","Roof Closed",0,"None",75
"5818","2015/06/15/lanmlb-texmlb-1","AL","N","G","Clear",12,"L To R",86
"5819","2015/06/15/minmlb-slnmlb-1","NL","N","G","Cloudy",6,"Out To RF",78
"5820","2015/06/15/nyamlb-miamlb-1","NL","N","G","Roof Closed",0,"None",72
"5821","2015/06/15/oakmlb-sdnmlb-1","NL","N","G","Partly Cloudy",7,"L To R",67
"5822","2015/06/15/phimlb-balmlb-1","AL","N","G","Partly Cloudy",2,"Out To RF",79
"5823","2015/06/15/seamlb-sfnmlb-1","NL","N","G","Overcast",17,"Out To CF",58
"5824","2015/06/15/tormlb-nynmlb-1","NL","N","G","Cloudy",24,"In From CF",63
"5825","2015/06/15/wasmlb-tbamlb-1","AL","N","T","Dome",0,"None",72
"5826","2015/06/16/arimlb-anamlb-1","AL","N","G","Clear",7,"Out To CF",70
"5827","2015/06/16/atlmlb-bosmlb-1","AL","D","G","Cloudy",6,"In From RF",63
"5828","2015/06/16/chamlb-pitmlb-1","NL","N","G","Partly Cloudy",11,"Out To RF",79
"5829","2015/06/16/cinmlb-detmlb-1","AL","N","G","Partly Cloudy",11,"L To R",82
"5830","2015/06/16/clemlb-chnmlb-1","NL","N","G","Partly Cloudy",8,"In From CF",64
"5831","2015/06/16/colmlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"5832","2015/06/16/kcamlb-milmlb-1","NL","N","G","Roof Closed",0,"None",70
"5833","2015/06/16/lanmlb-texmlb-1","AL","N","G","Cloudy",10,"In From CF",81
"5834","2015/06/16/minmlb-slnmlb-1","NL","D","G","Overcast",2,"In From RF",80
"5835","2015/06/16/nyamlb-miamlb-1","NL","N","G","Roof Closed",0,"None",72
"5836","2015/06/16/oakmlb-sdnmlb-1","NL","D","G","Overcast",5,"L To R",67
"5837","2015/06/16/phimlb-balmlb-1","AL","N","G","Partly Cloudy",3,"Out To RF",88
"5838","2015/06/16/seamlb-sfnmlb-1","NL","D","G","Sunny",12,"R To L",63
"5839","2015/06/16/tormlb-nynmlb-1","NL","N","G","Overcast",10,"Out To LF",74
"5840","2015/06/16/wasmlb-tbamlb-1","AL","N","T","Dome",0,"None",72
"5841","2015/06/17/anamlb-arimlb-1","NL","N","G","Roof Closed",0,"None",79
"5842","2015/06/17/balmlb-phimlb-1","NL","N","G","Cloudy",11,"Out To LF",76
"5843","2015/06/17/bosmlb-atlmlb-1","NL","N","G","Partly Cloudy",9,"Out To CF",93
"5844","2015/06/17/chnmlb-clemlb-1","AL","N","G","Cloudy",7,"In From RF",71
"5845","2015/06/17/detmlb-cinmlb-1","NL","N","G","Cloudy",7,"Varies",78
"5846","2015/06/17/houmlb-colmlb-1","NL","N","G","Partly Cloudy",9,"R To L",75
"5847","2015/06/17/miamlb-nyamlb-1","AL","N","G","Cloudy",6,"R To L",70
"5848","2015/06/17/milmlb-kcamlb-1","AL","N","G","Cloudy",6,"R To L",83
"5849","2015/06/17/nynmlb-tormlb-1","AL","N","T","Partly Cloudy",14,"In From RF",63
"5850","2015/06/17/pitmlb-chamlb-1","AL","N","G","Overcast",5,"L To R",69
"5851","2015/06/17/sdnmlb-oakmlb-1","AL","N","G","Clear",12,"Out To RF",60
"5852","2015/06/17/sfnmlb-seamlb-1","AL","N","G","Clear",4,"In From CF",72
"5853","2015/06/17/slnmlb-minmlb-1","AL","N","G","Cloudy",10,"Out To RF",69
"5854","2015/06/17/tbamlb-wasmlb-1","NL","N","G","Cloudy",1,"Out To RF",77
"5855","2015/06/17/texmlb-lanmlb-1","NL","N","G","Clear",6,"Out To RF",72
"5856","2015/06/18/anamlb-arimlb-1","NL","D","G","Roof Closed",0,"None",80
"5857","2015/06/18/balmlb-phimlb-1","NL","D","G","Cloudy",7,"Out To LF",66
"5858","2015/06/18/bosmlb-atlmlb-1","NL","N","G","Overcast",2,"Out To CF",75
"5859","2015/06/18/chnmlb-clemlb-1","AL","N","G","Overcast",2,"Out To CF",75
"5860","2015/08/24/detmlb-cinmlb-1","NL","N","G","Clear",9,"R To L",72
"5861","2015/06/18/houmlb-colmlb-1","NL","D","G","Partly Cloudy",8,"Varies",72
"5862","2015/06/18/miamlb-nyamlb-1","AL","N","G","Overcast",6,"R To L",67
"5863","2015/06/18/milmlb-kcamlb-1","AL","N","G","Cloudy",9,"L To R",79
"5864","2015/06/18/nynmlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"5865","2015/06/18/pitmlb-chamlb-1","AL","N","G","Cloudy",12,"Out To CF",77
"5866","2015/06/18/sdnmlb-oakmlb-1","AL","D","G","Sunny",12,"Out To RF",61
"5867","2015/06/18/sfnmlb-seamlb-1","AL","N","G","Partly Cloudy",3,"L To R",68
"5868","2015/06/18/slnmlb-minmlb-1","AL","D","G","Partly Cloudy",6,"In From LF",72
"5869","2015/06/18/tbamlb-wasmlb-1","NL","N","G","Cloudy",3,"R To L",77
"5870","2015/06/18/texmlb-lanmlb-1","NL","N","G","Clear",4,"Out To RF",74
"5871","2015/06/19/anamlb-oakmlb-1","AL","N","G","Partly Cloudy",14,"Out To RF",63
"5872","2015/06/19/balmlb-tormlb-1","AL","N","T","Cloudy",8,"Out To RF",64
"5873","2015/06/19/bosmlb-kcamlb-1","AL","N","G","Clear",6,"In From RF",84
"5874","2015/06/19/chnmlb-minmlb-1","AL","N","G","Overcast",12,"R To L",78
"5875","2015/06/19/detmlb-nyamlb-1","AL","N","G","Partly Cloudy",12,"In From RF",81
"5876","2015/06/19/houmlb-seamlb-1","AL","N","G","Partly Cloudy",1,"In From CF",70
"5877","2015/06/19/miamlb-cinmlb-1","NL","N","G","Overcast",5,"In From LF",75
"5878","2015/06/19/milmlb-colmlb-1","NL","N","G","Clear",6,"R To L",86
"5879","2015/06/19/nynmlb-atlmlb-1","NL","N","G","Partly Cloudy",12,"L To R",89
"5880","2015/06/19/pitmlb-wasmlb-1","NL","N","G","Cloudy",5,"L To R",84
"5881","2015/06/19/sdnmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",81
"5882","2015/06/19/sfnmlb-lanmlb-1","NL","N","G","Clear",6,"Out To RF",79
"5883","2015/06/19/slnmlb-phimlb-1","NL","N","G","Cloudy",4,"L To R",83
"5884","2015/06/19/tbamlb-clemlb-1","AL","N","G","Cloudy",8,"In From RF",68
"5885","2015/06/19/texmlb-chamlb-1","AL","N","G","Cloudy",13,"L To R",61
"5886","2015/06/20/anamlb-oakmlb-1","AL","D","G","Cloudy",12,"Out To RF",66
"5887","2015/06/20/balmlb-tormlb-1","AL","D","T","Sunny",18,"R To L",63
"5888","2015/06/20/bosmlb-kcamlb-1","AL","N","G","Clear",18,"R To L",94
"5889","2015/06/20/chnmlb-minmlb-1","AL","D","G","Partly Cloudy",13,"R To L",76
"5890","2015/06/20/detmlb-nyamlb-1","AL","N","G","Cloudy",9,"In From LF",67
"5891","2015/06/20/houmlb-seamlb-1","AL","N","G","Clear",3,"In From LF",72
"5892","2015/06/20/miamlb-cinmlb-1","NL","N","G","Overcast",4,"Varies",81
"5893","2015/06/20/milmlb-colmlb-1","NL","D","G","Sunny",5,"R To L",82
"5894","2015/06/20/nynmlb-atlmlb-1","NL","N","G","Partly Cloudy",9,"L To R",79
"5895","2015/06/20/pitmlb-wasmlb-1","NL","D","G","Cloudy",2,"R To L",91
"5896","2015/06/20/sdnmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",79
"5897","2015/06/20/sfnmlb-lanmlb-1","NL","D","G","Sunny",6,"L To R",83
"5898","2015/06/20/slnmlb-phimlb-1","NL","N","G","Cloudy",11,"R To L",82
"5899","2015/06/20/tbamlb-clemlb-1","AL","N","G","Partly Cloudy",5,"Out To LF",78
"5900","2015/06/20/texmlb-chamlb-1","AL","D","G","Cloudy",5,"L To R",76
