"","GAME_ID","League","Day/Night","PlayingSurface","Weather","WindSpeed","WindDirection","Temperature"
"1864","2013/08/19/colmlb-phimlb-1","NL","N","G","Cloudy",6,"Out To CF",77
"1865","2013/08/19/lanmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",77
"1866","2013/08/19/slnmlb-milmlb-1","NL","N","G","Overcast",8,"R To L",79
"1867","2013/08/20/arimlb-cinmlb-1","NL","N","G","Partly Cloudy",4,"In From CF",83
"1868","2013/08/20/atlmlb-nynmlb-1","NL","N","G","Partly Cloudy",7,"Out To RF",84
"1869","2013/08/20/bosmlb-sfnmlb-1","NL","N","G","Clear",8,"Out To RF",64
"1870","2013/08/20/chamlb-kcamlb-1","AL","N","G","Clear",8,"R To L",86
"1871","2013/08/20/clemlb-anamlb-1","AL","N","G","Partly Cloudy",6,"Out To RF",77
"1872","2013/08/20/houmlb-texmlb-1","AL","N","G","Clear",10,"L To R",94
"1873","2013/08/20/minmlb-detmlb-1","AL","N","G","Partly Cloudy",6,"In From RF",82
"1874","2013/08/20/pitmlb-sdnmlb-1","NL","N","G","Partly Cloudy",12,"L To R",72
"1875","2013/08/20/seamlb-oakmlb-1","AL","N","G","Clear",10,"Out To RF",65
"1876","2013/08/20/tbamlb-balmlb-1","AL","N","G","Partly Cloudy",6,"L To R",84
"1877","2013/08/20/tormlb-nyamlb-2","AL","N","G","Partly Cloudy",7,"In From LF",85
"1878","2013/08/20/wasmlb-chnmlb-1","NL","N","G","Partly Cloudy",6,"Out To RF",83
"1879","2013/08/20/colmlb-phimlb-1","NL","N","G","Clear",8,"Out To RF",87
"1880","2013/08/20/lanmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",79
"1881","2013/08/20/slnmlb-milmlb-1","NL","N","G","Clear",14,"R To L",83
"1882","2013/08/21/arimlb-cinmlb-1","NL","N","G","Partly Cloudy",5,"In From RF",83
"1883","2013/08/21/atlmlb-nynmlb-1","NL","D","G","Partly Cloudy",8,"Out To RF",89
"1884","2013/08/21/bosmlb-sfnmlb-1","NL","D","G","Overcast",13,"Out To CF",68
"1885","2013/08/21/chamlb-kcamlb-1","AL","N","G","Clear",10,"R To L",87
"1886","2013/08/21/clemlb-anamlb-1","AL","D","G","Sunny",10,"Out To CF",86
"1887","2013/08/21/houmlb-texmlb-1","AL","N","G","Partly Cloudy",6,"In From RF",92
"1888","2013/08/21/minmlb-detmlb-1","AL","N","G","Partly Cloudy",13,"In From RF",82
"1889","2013/08/21/pitmlb-sdnmlb-1","NL","D","G","Sunny",8,"L To R",71
"1890","2013/08/21/seamlb-oakmlb-1","AL","D","G","Partly Cloudy",7,"Out To RF",64
"1891","2013/08/21/tbamlb-balmlb-1","AL","N","G","Partly Cloudy",7,"In From LF",85
"1892","2013/08/21/tormlb-nyamlb-1","AL","N","G","Partly Cloudy",11,"R To L",83
"1893","2013/08/21/wasmlb-chnmlb-1","NL","N","G","Partly Cloudy",11,"Out To CF",84
"1894","2013/08/21/slnmlb-milmlb-1","NL","D","G","Cloudy",15,"L To R",84
"1895","2013/08/21/colmlb-phimlb-1","NL","N","G","Cloudy",6,"Out To CF",85
"1896","2013/08/21/lanmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",78
"1897","2013/08/22/arimlb-cinmlb-1","NL","D","G","Partly Cloudy",7,"Out To LF",85
"1898","2013/08/22/chamlb-kcamlb-1","AL","N","G","Partly Cloudy",6,"R To L",91
"1899","2013/08/22/minmlb-detmlb-1","AL","D","G","Partly Cloudy",10,"Out To LF",83
"1900","2013/08/22/pitmlb-sfnmlb-1","NL","N","G","Partly Cloudy",15,"Out To CF",65
"1901","2013/08/22/tormlb-nyamlb-1","AL","D","G","Rain",7,"R To L",75
"1902","2013/08/22/wasmlb-chnmlb-1","NL","D","G","Cloudy",4,"In From CF",69
"1903","2013/08/22/lanmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",78
"1904","2013/08/22/colmlb-phimlb-1","NL","N","G","Cloudy",5,"Out To LF",79
"1905","2013/08/22/atlmlb-slnmlb-1","NL","N","G","Cloudy",6,"In From RF",89
"1906","2013/08/23/chnmlb-sdnmlb-1","NL","N","G","Clear",10,"L To R",68
"1907","2013/08/23/detmlb-nynmlb-1","NL","N","G","Partly Cloudy",9,"In From LF",78
"1908","2013/08/23/milmlb-cinmlb-1","NL","N","G","Partly Cloudy",6,"Varies",84
"1909","2013/08/23/minmlb-clemlb-1","AL","N","G","Clear",11,"In From RF",75
"1910","2013/08/23/nyamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"1911","2013/08/23/oakmlb-balmlb-1","AL","N","G","Partly Cloudy",2,"Out To RF",72
"1912","2013/08/23/pitmlb-sfnmlb-1","NL","N","G","Partly Cloudy",14,"Out To RF",59
"1913","2013/08/23/texmlb-chamlb-1","AL","N","G","Clear",11,"L To R",70
"1914","2013/08/23/tormlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"1915","2013/08/23/wasmlb-kcamlb-1","AL","N","G","Partly Cloudy",8,"R To L",88
"1916","2013/08/23/arimlb-phimlb-1","NL","N","G","Cloudy",8,"In From LF",77
"1917","2013/08/23/colmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",76
"1918","2013/08/23/atlmlb-slnmlb-1","NL","N","G","Clear",8,"In From RF",91
"1919","2013/08/23/anamlb-seamlb-1","AL","N","G","Partly Cloudy",2,"Out To LF",72
"1920","2013/08/23/bosmlb-lanmlb-1","NL","N","G","Clear",3,"Varies",78
"1921","2013/08/24/anamlb-seamlb-1","AL","N","G","Cloudy",2,"Out To CF",72
"1922","2013/08/24/atlmlb-slnmlb-1","NL","N","G","Clear",8,"In From RF",92
"1923","2013/08/24/bosmlb-lanmlb-1","NL","D","G","Sunny",7,"L To R",82
"1924","2013/08/24/chnmlb-sdnmlb-1","NL","N","G","Clear",7,"L To R",72
"1925","2013/08/24/detmlb-nynmlb-1","NL","D","G","Sunny",12,"In From RF",78
"1926","2013/08/24/milmlb-cinmlb-1","NL","N","G","Partly Cloudy",5,"In From LF",83
"1927","2013/08/24/minmlb-clemlb-1","AL","N","G","Clear",14,"In From RF",74
"1928","2013/08/24/nyamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"1929","2013/08/24/oakmlb-balmlb-1","AL","D","G","Partly Cloudy",7,"In From CF",80
"1930","2013/08/24/pitmlb-sfnmlb-1","NL","N","G","Partly Cloudy",15,"Out To CF",66
"1931","2013/08/24/texmlb-chamlb-1","AL","N","G","Clear",8,"In From CF",78
"1932","2013/08/24/tormlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"1933","2013/08/24/wasmlb-kcamlb-1","AL","N","G","Clear",15,"R To L",91
"1934","2013/08/24/arimlb-phimlb-1","NL","N","G","Partly Cloudy",8,"In From RF",84
"1935","2013/08/24/colmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",79
"1936","2013/08/25/bosmlb-lanmlb-1","NL","N","G","Clear",4,"Out To CF",80
"1937","2013/08/25/chnmlb-sdnmlb-1","NL","D","G","Sunny",5,"L To R",71
"1938","2013/08/25/detmlb-nynmlb-1","NL","D","G","Sunny",6,"Out To RF",81
"1939","2013/08/25/milmlb-cinmlb-1","NL","D","G","Sunny",1,"Varies",85
"1940","2013/08/25/minmlb-clemlb-1","AL","D","G","Sunny",7,"L To R",82
"1941","2013/08/25/nyamlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"1942","2013/08/25/oakmlb-balmlb-1","AL","D","G","Partly Cloudy",5,"Out To LF",77
"1943","2013/08/25/pitmlb-sfnmlb-1","NL","D","G","Cloudy",9,"Out To CF",71
"1944","2013/08/25/texmlb-chamlb-1","AL","D","G","Partly Cloudy",13,"In From RF",90
"1945","2013/08/25/tormlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"1946","2013/08/25/wasmlb-kcamlb-1","AL","D","G","Sunny",8,"R To L",92
"1947","2013/08/25/colmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",76
"1948","2013/08/25/arimlb-phimlb-1","NL","D","G","Partly Cloudy",5,"Out To RF",83
"1949","2013/08/25/atlmlb-slnmlb-1","NL","D","G","Sunny",5,"Out To CF",88
"1950","2013/08/25/anamlb-seamlb-1","AL","D","G","Overcast",2,"L To R",67
"1951","2013/08/26/houmlb-chamlb-1","AL","N","G","Clear",17,"R To L",85
"1952","2013/08/26/oakmlb-detmlb-1","AL","N","G","Partly Cloudy",15,"R To L",87
"1953","2013/08/26/phimlb-nynmlb-1","NL","N","G","Cloudy",12,"Out To RF",82
"1954","2013/08/26/sdnmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",78
"1955","2013/08/26/sfnmlb-colmlb-1","NL","N","G","Partly Cloudy",8,"In From LF",86
"1956","2013/08/26/cinmlb-slnmlb-1","NL","N","G","Partly Cloudy",4,"Out To LF",93
"1957","2013/08/26/chnmlb-lanmlb-1","NL","N","G","Cloudy",4,"Out To RF",83
"1958","2013/08/26/texmlb-seamlb-1","AL","N","G","Roof Closed",0,"None",69
"1959","2013/08/27/anamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"1960","2013/08/27/balmlb-bosmlb-1","AL","N","G","Partly Cloudy",7,"R To L",69
"1961","2013/08/27/clemlb-atlmlb-1","NL","N","G","Partly Cloudy",6,"L To R",85
"1962","2013/08/27/houmlb-chamlb-1","AL","N","G","Clear",17,"R To L",90
"1963","2013/08/27/kcamlb-minmlb-1","AL","N","G","Partly Cloudy",9,"L To R",91
"1964","2013/08/27/miamlb-wasmlb-1","NL","N","G","Partly Cloudy",8,"Out To LF",84
"1965","2013/08/27/milmlb-pitmlb-1","NL","N","G","Cloudy",9,"Out To LF",78
"1966","2013/08/27/oakmlb-detmlb-1","AL","N","G","Cloudy",4,"In From CF",81
"1967","2013/08/27/phimlb-nynmlb-1","NL","N","G","Partly Cloudy",7,"In From LF",85
"1968","2013/08/27/sdnmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",78
"1969","2013/08/27/sfnmlb-colmlb-1","NL","N","G","Partly Cloudy",6,"Out To LF",86
"1970","2013/08/27/nyamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"1971","2013/08/27/cinmlb-slnmlb-1","NL","N","G","Partly Cloudy",8,"Out To CF",91
"1972","2013/08/27/chnmlb-lanmlb-1","NL","N","G","Clear",7,"L To R",80
"1973","2013/08/27/texmlb-seamlb-1","AL","N","G","Roof Closed",0,"None",73
"1974","2013/08/28/anamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"1975","2013/08/28/balmlb-bosmlb-1","AL","N","G","Partly Cloudy",7,"In From CF",65
"1976","2013/08/28/clemlb-atlmlb-1","NL","N","G","Partly Cloudy",8,"L To R",88
"1977","2013/08/28/houmlb-chamlb-1","AL","N","G","Partly Cloudy",12,"Out To RF",71
"1978","2013/08/28/kcamlb-minmlb-1","AL","N","G","Partly Cloudy",7,"Out To LF",88
"1979","2013/08/28/miamlb-wasmlb-1","NL","N","G","Overcast",6,"L To R",76
"1980","2013/08/28/milmlb-pitmlb-1","NL","N","G","Cloudy",6,"In From RF",73
"1981","2013/08/28/oakmlb-detmlb-1","AL","N","G","Clear",10,"In From LF",82
"1982","2013/08/28/phimlb-nynmlb-1","NL","N","G","Cloudy",2,"In From CF",78
"1983","2013/08/28/sdnmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",78
"1984","2013/08/28/sfnmlb-colmlb-1","NL","N","G","Partly Cloudy",6,"In From LF",88
"1985","2013/08/28/texmlb-seamlb-1","AL","D","G","Sunny",3,"Out To RF",72
"1986","2013/08/28/nyamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"1987","2013/08/28/cinmlb-slnmlb-1","NL","N","G","Clear",6,"Out To RF",96
"1988","2013/08/28/chnmlb-lanmlb-1","NL","D","G","Sunny",7,"L To R",88
"1989","2013/08/29/anamlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"1990","2013/08/29/balmlb-bosmlb-1","AL","N","G","Cloudy",11,"In From RF",62
"1991","2013/08/29/clemlb-atlmlb-1","NL","N","G","Partly Cloudy",11,"L To R",88
"1992","2013/08/29/kcamlb-minmlb-1","AL","D","G","Partly Cloudy",11,"In From RF",87
"1993","2013/08/29/miamlb-wasmlb-1","NL","N","G","Partly Cloudy",5,"In From RF",82
"1994","2013/08/29/milmlb-pitmlb-1","NL","N","G","Partly Cloudy",2,"In From LF",84
"1995","2013/08/29/oakmlb-detmlb-1","AL","D","G","Sunny",3,"In From LF",84
"1996","2013/08/29/phimlb-nynmlb-1","NL","D","G","Sunny",16,"In From CF",79
"1997","2013/08/29/seamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"1998","2013/08/26/nyamlb-tormlb-1","AL","N","T","Partly Cloudy",6,"Out To CF",72
"1999","2013/08/30/balmlb-nyamlb-1","AL","N","G","Partly Cloudy",8,"Out To RF",83
"2000","2013/08/30/chamlb-bosmlb-1","AL","N","G","Partly Cloudy",11,"In From RF",82
"2001","2013/08/30/cinmlb-colmlb-1","NL","N","G","Partly Cloudy",5,"In From RF",73
"2002","2013/08/30/clemlb-detmlb-1","AL","N","G","Clear",16,"R To L",87
"2003","2013/08/30/miamlb-atlmlb-1","NL","N","G","Partly Cloudy",2,"R To L",83
"2004","2013/08/30/minmlb-texmlb-1","AL","N","G","Clear",3,"Varies",100
"2005","2013/08/30/nynmlb-wasmlb-1","NL","N","G","Clear",9,"Out To CF",82
"2006","2013/08/30/phimlb-chnmlb-1","NL","D","G","Partly Cloudy",12,"Out To RF",91
"2007","2013/08/30/seamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"2008","2013/08/30/sfnmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",78
"2009","2013/08/30/slnmlb-pitmlb-1","NL","N","G","Partly Cloudy",9,"R To L",85
"2010","2013/08/30/tbamlb-oakmlb-1","AL","N","G","Clear",6,"Out To RF",68
"2011","2013/08/30/kcamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"2012","2013/08/30/anamlb-milmlb-1","NL","N","G","Cloudy",8,"L To R",79
"2013","2013/08/30/sdnmlb-lanmlb-1","NL","N","G","Partly Cloudy",3,"Out To RF",89
"2014","2013/08/31/anamlb-milmlb-1","NL","N","G","Cloudy",8,"R To L",73
"2015","2013/08/31/balmlb-nyamlb-1","AL","D","G","Cloudy",8,"Out To LF",83
"2016","2013/08/31/chamlb-bosmlb-1","AL","N","G","Partly Cloudy",14,"In From RF",82
"2017","2013/08/31/cinmlb-colmlb-1","NL","N","G","Cloudy",5,"L To R",81
"2018","2013/08/31/clemlb-detmlb-1","AL","N","G","Cloudy",8,"L To R",79
"2019","2013/08/31/miamlb-atlmlb-1","NL","N","G","Partly Cloudy",7,"R To L",86
"2020","2013/08/31/minmlb-texmlb-1","AL","N","G","Clear",2,"R To L",100
"2021","2013/08/31/nynmlb-wasmlb-1","NL","N","G","Cloudy",7,"In From CF",84
"2022","2013/08/31/phimlb-chnmlb-1","NL","D","G","Cloudy",11,"In From CF",72
"2023","2013/08/31/sdnmlb-lanmlb-1","NL","N","G","Partly Cloudy",9,"Out To CF",85
"2024","2013/08/31/seamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"2025","2013/08/31/sfnmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",77
"2026","2013/08/31/slnmlb-pitmlb-1","NL","N","G","Cloudy",8,"Out To LF",83
"2027","2013/08/31/tbamlb-oakmlb-1","AL","N","G","Partly Cloudy",6,"Out To RF",64
"2028","2013/08/31/kcamlb-tormlb-1","AL","D","T","Roof Closed",0,"None",68
"2029","2013/09/01/balmlb-nyamlb-1","AL","D","G","Cloudy",7,"R To L",82
"2030","2013/09/01/chamlb-bosmlb-1","AL","D","G","Cloudy",9,"In From RF",74
"2031","2013/09/01/cinmlb-colmlb-1","NL","D","G","Cloudy",3,"Out To LF",73
"2032","2013/09/01/clemlb-detmlb-1","AL","D","G","Cloudy",5,"In From LF",73
"2033","2013/09/01/miamlb-atlmlb-1","NL","N","G","Cloudy",5,"L To R",73
"2034","2013/09/01/minmlb-texmlb-1","AL","D","G","Sunny",2,"In From CF",99
"2035","2013/09/01/nynmlb-wasmlb-1","NL","N","G","Cloudy",4,"In From CF",85
"2036","2013/09/01/phimlb-chnmlb-1","NL","D","G","Sunny",7,"In From RF",75
"2037","2013/09/01/sdnmlb-lanmlb-1","NL","D","G","Partly Cloudy",6,"Out To RF",84
"2038","2013/09/01/seamlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"2039","2013/09/01/sfnmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",76
"2040","2013/09/01/slnmlb-pitmlb-1","NL","D","G","Cloudy",5,"Out To RF",75
"2041","2013/09/01/tbamlb-oakmlb-1","AL","D","G","Partly Cloudy",6,"Out To RF",68
"2042","2013/09/01/kcamlb-tormlb-1","AL","D","T","Partly Cloudy",17,"R To L",74
"2043","2013/09/01/anamlb-milmlb-1","NL","D","G","Sunny",5,"Out To LF",81
"2044","2013/09/02/balmlb-clemlb-1","AL","D","G","Cloudy",8,"L To R",73
"2045","2013/09/02/chamlb-nyamlb-1","AL","D","G","Overcast",9,"L To R",81
"2046","2013/09/02/detmlb-bosmlb-1","AL","D","G","Cloudy",7,"Out To LF",81
"2047","2013/09/02/lanmlb-colmlb-1","NL","D","G","Partly Cloudy",3,"In From RF",90
"2048","2013/09/02/miamlb-chnmlb-1","NL","D","G","Partly Cloudy",11,"In From CF",71
"2049","2013/09/02/minmlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"2050","2013/09/02/nynmlb-atlmlb-1","NL","D","G","Overcast",7,"L To R",72
"2051","2013/09/02/seamlb-kcamlb-1","AL","D","G","Sunny",9,"Out To RF",78
"2052","2013/09/02/sfnmlb-sdnmlb-1","NL","D","G","Partly Cloudy",9,"L To R",71
"2053","2013/09/02/slnmlb-cinmlb-1","NL","D","G","Partly Cloudy",8,"R To L",87
"2054","2013/09/02/tbamlb-anamlb-1","AL","N","G","Partly Cloudy",7,"Out To CF",85
"2055","2013/09/02/texmlb-oakmlb-1","AL","D","G","Cloudy",11,"Out To RF",70
"2056","2013/09/02/tormlb-arimlb-1","NL","D","G","Roof Closed",0,"None",76
"2057","2013/09/02/pitmlb-milmlb-1","NL","D","G","Cloudy",10,"In From RF",66
"2058","2013/09/02/wasmlb-phimlb-1","NL","N","G","Cloudy",1,"Out To LF",80
"2059","2013/09/03/balmlb-clemlb-1","AL","N","G","Clear",9,"In From LF",68
"2060","2013/09/03/chamlb-nyamlb-1","AL","N","G","Partly Cloudy",11,"L To R",78
"2061","2013/09/03/detmlb-bosmlb-1","AL","N","G","Cloudy",11,"In From RF",76
"2062","2013/09/03/lanmlb-colmlb-1","NL","N","G","Partly Cloudy",4,"In From LF",88
"2063","2013/09/03/miamlb-chnmlb-1","NL","N","G","Partly Cloudy",6,"In From RF",67
"2064","2013/09/03/minmlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"2065","2013/09/03/nynmlb-atlmlb-1","NL","N","G","Partly Cloudy",9,"L To R",83
"2066","2013/09/03/seamlb-kcamlb-1","AL","N","G","Clear",7,"In From RF",83
"2067","2013/09/03/sfnmlb-sdnmlb-1","NL","N","G","Clear",10,"L To R",78
"2068","2013/09/03/slnmlb-cinmlb-1","NL","N","G","Clear",6,"Out To RF",75
"2069","2013/09/03/tbamlb-anamlb-1","AL","N","G","Clear",7,"Out To CF",86
"2070","2013/09/03/texmlb-oakmlb-1","AL","N","G","Clear",12,"Out To RF",65
"2071","2013/09/03/tormlb-arimlb-1","NL","N","G","Roof Closed",0,"None",77
"2072","2013/09/03/wasmlb-phimlb-1","NL","N","G","Clear",10,"L To R",79
"2073","2013/09/03/pitmlb-milmlb-1","NL","N","G","Partly Cloudy",7,"Out To LF",72
"2074","2013/09/04/balmlb-clemlb-1","AL","N","G","Clear",11,"L To R",77
"2075","2013/09/04/chamlb-nyamlb-1","AL","N","G","Clear",9,"Out To RF",79
"2076","2013/09/04/detmlb-bosmlb-1","AL","N","G","Cloudy",11,"Out To RF",77
"2077","2013/09/04/lanmlb-colmlb-1","NL","N","G","Cloudy",6,"Out To LF",79
"2078","2013/09/04/miamlb-chnmlb-1","NL","D","G","Partly Cloudy",5,"L To R",78
"2079","2013/09/04/minmlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"2080","2013/09/04/nynmlb-atlmlb-1","NL","D","G","Partly Cloudy",0,"None",84
"2081","2013/09/04/seamlb-kcamlb-1","AL","N","G","Partly Cloudy",7,"In From RF",82
"2082","2013/09/04/sfnmlb-sdnmlb-1","NL","D","G","Sunny",10,"L To R",78
"2083","2013/09/04/slnmlb-cinmlb-1","NL","N","G","Clear",4,"Out To LF",81
"2084","2013/09/04/tbamlb-anamlb-1","AL","N","G","Clear",6,"Out To RF",89
"2085","2013/09/04/texmlb-oakmlb-1","AL","D","G","Sunny",6,"Out To RF",68
"2086","2013/09/04/tormlb-arimlb-1","NL","D","G","Roof Closed",0,"None",75
"2087","2013/09/04/wasmlb-phimlb-1","NL","N","G","Clear",11,"In From LF",80
"2088","2013/09/04/pitmlb-milmlb-1","NL","N","G","Partly Cloudy",18,"L To R",70
"2089","2013/09/05/arimlb-sfnmlb-1","NL","N","G","Clear",13,"Out To CF",67
"2090","2013/09/05/bosmlb-nyamlb-1","AL","N","G","Clear",14,"L To R",71
"2091","2013/09/05/chamlb-balmlb-1","AL","N","G","Cloudy",4,"Out To LF",76
"2092","2013/09/05/houmlb-oakmlb-1","AL","N","G","Clear",13,"Out To RF",69
"2093","2013/09/05/seamlb-kcamlb-1","AL","D","G","Partly Cloudy",4,"In From RF",87
"2094","2013/09/05/slnmlb-cinmlb-1","NL","N","G","Partly Cloudy",10,"Varies",85
"2095","2013/09/05/tbamlb-anamlb-1","AL","N","G","Partly Cloudy",4,"Out To CF",88
"2096","2013/09/06/arimlb-sfnmlb-1","NL","N","G","Clear",12,"Out To RF",72
"2097","2013/09/06/bosmlb-nyamlb-1","AL","N","G","Clear",5,"L To R",68
"2098","2013/09/06/chamlb-balmlb-1","AL","N","G","Clear",2,"In From RF",75
"2099","2013/09/06/colmlb-sdnmlb-1","NL","N","G","Partly Cloudy",8,"L To R",75
"2100","2013/09/06/detmlb-kcamlb-1","AL","N","G","Clear",5,"R To L",88
"2101","2013/09/06/houmlb-oakmlb-1","AL","N","G","Clear",7,"Out To RF",80
"2102","2013/09/06/lanmlb-cinmlb-1","NL","N","G","Clear",4,"L To R",84
"2103","2013/09/06/milmlb-chnmlb-1","NL","D","G","Sunny",6,"R To L",76
"2104","2013/09/06/nynmlb-clemlb-1","AL","N","G","Cloudy",7,"In From RF",69
"2105","2013/09/06/texmlb-anamlb-1","AL","N","G","Partly Cloudy",4,"Out To CF",89
"2106","2013/09/06/tormlb-minmlb-1","AL","N","G","Partly Cloudy",13,"R To L",89
"2107","2013/09/06/atlmlb-phimlb-1","NL","N","G","Clear",7,"In From LF",71
"2108","2013/09/06/wasmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",80
"2109","2013/09/06/pitmlb-slnmlb-1","NL","N","G","Clear",8,"Out To LF",85
"2110","2013/09/06/tbamlb-seamlb-1","AL","N","G","Partly Cloudy",1,"Varies",69
"2111","2013/09/07/arimlb-sfnmlb-1","NL","N","G","Clear",8,"Out To CF",74
"2112","2013/09/07/bosmlb-nyamlb-1","AL","D","G","Sunny",7,"R To L",76
"2113","2013/09/07/chamlb-balmlb-1","AL","D","G","Sunny",5,"R To L",77
"2114","2013/09/07/colmlb-sdnmlb-1","NL","N","G","Clear",6,"L To R",77
"2115","2013/09/07/detmlb-kcamlb-1","AL","N","G","Clear",13,"R To L",96
"2116","2013/09/07/houmlb-oakmlb-1","AL","D","G","Sunny",6,"Out To LF",84
"2117","2013/09/07/lanmlb-cinmlb-1","NL","D","G","Sunny",5,"Varies",85
"2118","2013/09/07/milmlb-chnmlb-1","NL","D","G","Cloudy",2,"Out To CF",82
"2119","2013/09/07/nynmlb-clemlb-1","AL","N","G","Partly Cloudy",8,"L To R",82
"2120","2013/09/07/pitmlb-slnmlb-1","NL","N","G","Partly Cloudy",9,"R To L",95
"2121","2013/09/07/tbamlb-seamlb-1","AL","N","G","Clear",0,"None",72
"2122","2013/09/07/texmlb-anamlb-1","AL","N","G","Partly Cloudy",9,"Out To LF",88
"2123","2013/09/07/tormlb-minmlb-1","AL","N","G","Partly Cloudy",11,"In From LF",88
"2124","2013/09/07/atlmlb-phimlb-1","NL","N","G","Partly Cloudy",7,"Out To LF",79
"2125","2013/09/07/wasmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",78
"2126","2013/09/08/arimlb-sfnmlb-1","NL","D","G","Sunny",5,"Out To RF",72
"2127","2013/09/08/bosmlb-nyamlb-1","AL","D","G","Partly Cloudy",13,"Out To RF",80
"2128","2013/09/08/chamlb-balmlb-1","AL","D","G","Partly Cloudy",8,"L To R",84
"2129","2013/09/08/colmlb-sdnmlb-1","NL","D","G","Sunny",10,"L To R",73
"2130","2013/09/08/detmlb-kcamlb-1","AL","D","G","Sunny",6,"R To L",99
"2131","2013/09/08/houmlb-oakmlb-1","AL","D","G","Sunny",6,"Out To RF",75
"2132","2013/09/08/lanmlb-cinmlb-1","NL","N","G","Partly Cloudy",4,"R To L",85
"2133","2013/09/08/milmlb-chnmlb-1","NL","D","G","Partly Cloudy",15,"In From RF",71
"2134","2013/09/08/nynmlb-clemlb-1","AL","D","G","Partly Cloudy",15,"In From RF",74
"2135","2013/09/08/texmlb-anamlb-1","AL","D","G","Partly Cloudy",8,"Out To CF",84
"2136","2013/09/08/tormlb-minmlb-1","AL","D","G","Overcast",12,"In From CF",75
"2137","2013/09/08/wasmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",78
"2138","2013/09/08/atlmlb-phimlb-1","NL","D","G","Partly Cloudy",13,"L To R",83
"2139","2013/09/08/pitmlb-slnmlb-1","NL","D","G","Overcast",4,"R To L",73
"2140","2013/09/08/tbamlb-seamlb-1","AL","D","G","Sunny",3,"Out To RF",66
"2141","2013/09/09/chnmlb-cinmlb-1","NL","N","G","Clear",9,"Varies",88
"2142","2013/09/09/colmlb-sfnmlb-1","NL","N","G","Clear",9,"Out To CF",66
"2143","2013/09/09/detmlb-chamlb-1","AL","N","G","Clear",13,"In From RF",90
"2144","2013/09/09/kcamlb-clemlb-1","AL","N","G","Partly Cloudy",6,"Out To LF",77
"2145","2013/09/09/nyamlb-balmlb-1","AL","N","G","Clear",6,"In From RF",75
"2146","2013/09/09/pitmlb-texmlb-1","AL","N","G","Partly Cloudy",11,"In From CF",92
"2147","2013/09/09/wasmlb-nynmlb-1","NL","N","G","Cloudy",12,"Out To LF",68
"2148","2013/09/09/atlmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",78
"2149","2013/09/09/arimlb-lanmlb-1","NL","N","G","Clear",5,"Out To CF",68
"2150","2013/09/09/houmlb-seamlb-1","AL","N","G","Clear",4,"In From RF",73
"2151","2013/09/10/bosmlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"2152","2013/09/10/chnmlb-cinmlb-1","NL","N","G","Overcast",10,"R To L",90
"2153","2013/09/10/colmlb-sfnmlb-1","NL","N","G","Partly Cloudy",15,"Out To RF",65
"2154","2013/09/10/detmlb-chamlb-1","AL","N","G","Partly Cloudy",12,"In From RF",90
"2155","2013/09/10/kcamlb-clemlb-1","AL","N","G","Clear",12,"Out To RF",94
"2156","2013/09/10/nyamlb-balmlb-1","AL","N","G","Partly Cloudy",4,"L To R",87
"2157","2013/09/10/oakmlb-minmlb-1","AL","N","G","Partly Cloudy",9,"Out To LF",80
