pitcher_id,Salary,FIP,rWAR,ERA,pct_F,pct_M,pct_O,count,pct_F_rel,pct_M_rel,pct_O_rel,pitcher_class,starter_reliever
429440,525000,7.6375,-0.27,7.54,0.559105431,0.258785942,0.182108626,313,-0.064406922,0.014782286,0.055477565,O,0
429717,1.00E+07,4.4120278,0.53,3.816666667,0.774928449,0.128677733,0.096393818,8735,0.151416096,-0.115325923,-0.030237244,F,1
429719,1.30E+07,4.064043275,-0.82,4.355,0.627824972,0.334027889,0.038147139,6239,0.004312619,0.090024232,-0.088483923,M,1
429720,625000,7.0028169,-0.33,12.27,0.781690141,0.190140845,0.028169014,142,0.158177788,-0.053862812,-0.098462048,F,0
429722,13250000,4.06343685,2.235,3.62,0.541661334,0.360424933,0.097913734,7813,-0.081851019,0.116421276,-0.028717328,M,1
429780,840000,4.7,0.06,0,0.773662551,0.113168724,0.113168724,486,0.150150198,-0.130834932,-0.013462337,F,0
429781,5166666.667,5.09858,0.073333333,5.716666667,0.418680377,0.436675236,0.144644387,5835,-0.204831976,0.192671579,0.018013326,M,1
429783,2625000,3.3909542,-0.21,5.13,0.703448276,0.197413793,0.099137931,1160,0.079935923,-0.046589864,-0.027493131,F,0
429985,750000,3.4268041,1.33,3.06,0.656046814,0.237321196,0.10663199,1538,0.032534461,-0.00668246,-0.019999072,F,0
430580,2646666.667,4.256703633,0.803333333,3.786666667,0.65240496,0.337103148,0.010491893,7339,0.028892607,0.093099491,-0.116139169,M,1
430589,2300000,3.308256067,0.78,3.44,0.605747643,0.390660081,0.003592277,2227,-0.01776471,0.146656424,-0.123038785,M,1
430599,6500000,5.1894099,-1.99,6.04,0.534828102,0.233183857,0.231988042,3345,-0.088684251,-0.0108198,0.10535698,O,1
430606,6.00E+06,4.1026374,0.29,3.425,0.433936022,0.484005563,0.082058414,719,-0.189576331,0.240001907,-0.044572647,M,0
430613,2225000,3.47459505,-1.03,4.765,0.775854416,0.188637372,0.035508211,2253,0.152342063,-0.055366284,-0.09112285,F,1
430629,7040000,11.6507042,-0.54,9.82,0.775,0.225,0,160,0.151487647,-0.019003657,-0.126631062,F,0
430630,1500000,3.47680052,0.58,1.796,0.643309222,0.167721519,0.188969259,2212,0.019796869,-0.076282138,0.062338197,O,1
430634,3750000,3.79782605,0.255,7.215,0.775280899,0.185393258,0.039325843,178,0.151768546,-0.058610398,-0.087305219,F,0
430641,750000,4.0615384,1.29,2.49,0.665808113,0.327108822,0.007083065,1553,0.04229576,0.083105165,-0.119547997,M,0
430661,1200000,5.4986426,0.07,4.52,0.68839016,0.221838584,0.089771256,2317,0.064877807,-0.022165072,-0.036859806,F,1
430884,4500000,1.5701658,2.38,0.74,0.473053892,0.467065868,0.05988024,668,-0.150458461,0.223062212,-0.066750822,M,0
430904,4.00E+06,4.55143285,-0.45,4.625,0.61603955,0.217522659,0.166437792,3641,-0.007472803,-0.026480998,0.03980673,O,1
430912,20833333,4.6723906,-0.046666667,4.656666667,0.493338337,0.370238319,0.136423344,5329,-0.130174016,0.126234662,0.009792282,M,1
430935,22750000,3.303548825,3.915,3.34,0.664737537,0.096456493,0.23880597,9849,0.041225184,-0.147547164,0.112174908,O,1
431148,9.00E+06,3.7818388,1.5275,3.535,0.644061922,0.188077634,0.167860444,8656,0.020549569,-0.055926023,0.041229382,O,1
431162,2.00E+06,5.513593833,-0.06,6.013333333,0.543113539,0.286383145,0.170503316,2563,-0.080398814,0.042379488,0.043872255,O,1
432934,2918750,4.80970875,2.215,3.355,0.628760401,0.324941327,0.046298272,4687,0.005248048,0.08093767,-0.08033279,M,1
433579,15750000,4.7794986,0.673333333,4.733333333,0.620669127,0.099654721,0.279676152,8399,-0.002843226,-0.144348936,0.15304509,O,1
433584,3375000,4.75427415,0.0775,4.465,0.590210229,0.136648886,0.273140885,6374,-0.033302124,-0.107354771,0.146509823,O,1
433585,1500000,4.6550641,-0.75,6.27,0.549563431,0.273754494,0.176682075,1947,-0.073948922,0.029750837,0.050051013,O,1
433586,4666666.333,3.464427167,1.393333333,2.216666667,0.609996065,0.216843762,0.173160173,2541,-0.013516289,-0.027159894,0.046529111,O,1
433587,22523809,2.977212233,5.463333333,2.903333333,0.538757273,0.253636741,0.207605985,9624,-0.08475508,0.009633085,0.080974923,O,1
433589,1472500,3.47249215,0.65,3.68,0.512048193,0.363166954,0.124784854,3486,-0.11146416,0.119163297,-0.001846208,M,1
434180,1050000,9.745852933,-0.256666667,7.456666667,0.839285714,0.131696429,0.029017857,448,0.215773361,-0.112307228,-0.097613205,F,0
434181,7.00E+06,4.0992019,-0.39,3.935,0.716135996,0.283864004,0,1853,0.092623643,0.039860348,-0.126631062,F,1
434378,22700000,3.535359867,2.616666667,3.793333333,0.542249702,0.298188524,0.159561775,9219,-0.081262651,0.054184867,0.032930713,M,1
434442,4616666.667,3.1868484,1.406666667,1.95,0.614856681,0.131207105,0.253936213,2477,-0.008655672,-0.112796551,0.127305151,O,1
434538,6222222,3.2771345,2.423333333,3.26,0.439351112,0.334767113,0.225881775,8137,-0.184161241,0.090763457,0.099250713,O,1
434578,2333333.333,7.2290455,-0.433333333,8.296666667,0.580350343,0.233561818,0.18608784,3939,-0.04316201,-0.010441839,0.059456778,O,1
434592,1350000,5.5888888,-0.34,6,0.629310345,0.175287356,0.195402299,348,0.005797992,-0.0687163,0.068771237,O,0
434622,9532068,4.023934333,1.606666667,4.073333333,0.58354907,0.415038833,0.001412097,8498,-0.039963283,0.171035176,-0.125218965,M,1
434628,6937500,4.178429,1.22,3.9875,0.574759769,0.373478539,0.051761691,7805,-0.048752584,0.129474883,-0.07486937,M,1
434637,3150000,3.7984463,0.44,4.075,0.55704698,0.42885906,0.01409396,1490,-0.066465373,0.184855404,-0.112537102,M,0
434643,1.30E+07,5.9704278,-0.41,5.17,0.592083742,0.330062152,0.077854105,3057,-0.031428611,0.086058496,-0.048776956,M,1
434669,532000,4.8063829,-1.02,5.36,0.675349428,0.271918679,0.052731893,1574,0.051837075,0.027915022,-0.073899168,F,0
434671,13800000,3.333580433,2.923333333,3.663333333,0.498880253,0.392043209,0.109076538,7591,-0.1246321,0.148039552,-0.017554524,M,1
434718,7.00E+06,3.64493495,1.1575,2.17,0.450699175,0.360702761,0.188598064,2789,-0.172813178,0.116699104,0.061967002,M,1
434884,575000,2.3549296,-0.06,4.91,0.651851852,0.333333333,0.014814815,135,0.028339499,0.089329677,-0.111816247,M,0
435043,2675000,3.3744757,0.87,2.93,0.540840603,0.392149088,0.067010309,2522,-0.08267175,0.148145431,-0.059620752,M,1
435044,5500000,5.8,0.21,3.6,0.651340996,0.286079183,0.062579821,1566,0.027828643,0.042075526,-0.06405124,M,0
435045,3250000,4.0373016,-0.1,5.16,0.52570829,0.395592865,0.078698846,953,-0.097804063,0.151589208,-0.047932216,M,0
435178,13750000,4.6673242,-1.55,6.2,0.58436214,0.340192044,0.075445816,1458,-0.039150213,0.096188387,-0.051185245,M,0
435221,9562500,4.291727725,0.15,4.575,0.776621446,0.218918417,0.004460138,5381,0.153109093,-0.02508524,-0.122170924,F,1
435400,6.00E+06,5.05671515,0.055,4.295,0.973131822,0.015952981,0.010915197,1191,0.349619469,-0.228050676,-0.115715864,F,0
444436,1825000,3.449312,0.623333333,3.313333333,0.604596806,0.30853136,0.086871835,2567,-0.018915547,0.064527703,-0.039759227,M,1
444468,516000,3.1139718,1.203333333,2.953333333,0.750336474,0.23654105,0.013122476,2972,0.126824121,-0.007462607,-0.113508585,F,1
444520,2725000,4.7364812,0.26,3.973333333,0.587139845,0.248067463,0.164792691,2846,-0.036372508,0.004063806,0.03816163,O,1
444857,1.10E+07,4.1918223,1.645,3.82,0.673296932,0.267290692,0.059412376,7692,0.049784579,0.023287035,-0.067218685,F,1
444935,517100,3.901107,-0.03,4.28,0.831951771,0.168048229,0,1327,0.208439418,-0.075955428,-0.126631062,F,0
445060,11750000,3.60030325,0.255,4.875,0.465285295,0.503324571,0.031390135,6467,-0.158227058,0.259320914,-0.095240927,M,1
445156,5125000,3.2569307,-0.175,4.725,0.294247788,0.705752212,0,452,-0.329264565,0.461748556,-0.126631062,M,0
445163,3950000,3.46493575,0.78,3.25,0.78,0.2,0.02,2100,0.156487647,-0.044003657,-0.106631062,F,1
445170,512850,4.4358333,0.105,5.275,0.679383712,0.268525312,0.052090976,2726,0.055871359,0.024521655,-0.074540086,F,1
445197,1414166.667,3.3472837,0.573333333,3.44,0.609926822,0.390073178,0,3143,-0.013585532,0.146069522,-0.126631062,M,1
445213,507000,4.7490533,0.8,3.24,0.772055317,0.14401526,0.083929423,2097,0.148542964,-0.099988397,-0.042701639,F,1
445276,4079000,2.0255918,1.73,2.35,0.929659643,0.070340357,0,3085,0.30614729,-0.1736633,-0.126631062,F,1
445590,1752533.333,4.5819471,-0.11,4.693333333,0.504191793,0.273569643,0.222238564,6799,-0.11932056,0.029565986,0.095607503,O,1
445612,796566.6667,4.162952433,0.523333333,3.24,0.765110387,0.20412595,0.030763663,2763,0.141598034,-0.039877707,-0.095867399,F,1
445926,1462500,3.8663467,1.385,3.815,0.704352261,0.135158109,0.160489629,5882,0.080839908,-0.108845547,0.033858568,F,1
446099,4320000,3.56178876,0.166,3.68,0.685635189,0.314364811,0,3251,0.062122836,0.070361154,-0.126631062,M,1
446185,1425000,3.907317,-0.84,5.49,0.735521236,0.184684685,0.07979408,1554,0.112008882,-0.059318972,-0.046836982,F,0
446321,3450000,5.76591705,-0.855,7.375,0.833130699,0.103647416,0.063221884,3290,0.209618346,-0.14035624,-0.063409177,F,1
446367,510000,16.8363636,-0.32,27,0.638059701,0,0.361940299,536,0.014547348,-0.244003657,0.235309237,O,0
446372,757000,2.613047,5.805,2.965,0.526508024,0.41615938,0.057332595,9035,-0.097004329,0.172155724,-0.069298466,M,1
446399,1428333.333,2.510399233,1.276666667,2.666666667,0.544186047,0.38875969,0.067054264,2580,-0.079326307,0.144756033,-0.059576798,M,1
446488,538750,4.18885915,-0.09,4.82,0.608820709,0.251198466,0.139980825,1043,-0.014691644,0.007194809,0.013349763,O,0
446641,1981250,5.980664,0.28,7.715,0.72623883,0.27376117,0,1231,0.102726477,0.029757513,-0.126631062,F,0
446899,4216666.667,3.510139433,1.39,2.52,0.660802252,0.13757917,0.201618578,2842,0.037289899,-0.106424487,0.074987517,O,1
447744,505000,4.3714285,-0.5,7.46,0.628398792,0.283987915,0.087613293,662,0.004886438,0.039984259,-0.039017769,M,0
447755,507400,4.05665195,0.28,4.065,0.660189337,0.113602392,0.226208271,2007,0.036676984,-0.130401265,0.099577209,O,0
448159,2166666.667,3.514646767,0.063333333,3.963333333,0.501862693,0.498137307,0,1879,-0.12164966,0.25413365,-0.126631062,M,0
448178,2173437.5,3.2750947,0.7875,2.8875,0.705902899,0.19280475,0.101292351,2863,0.082390546,-0.051198906,-0.025338711,F,1
448179,1.00E+06,3.8282722,-1.25,6.28,0.496567506,0.475209764,0.028222731,1311,-0.126944847,0.231206107,-0.098408331,M,0
448281,592500,2.532442333,0.853333333,3.27,0.886394869,0.097572148,0.016032982,2183,0.262882516,-0.146431508,-0.11059808,F,1
448306,11583333.33,3.805272967,3.083333333,3.423333333,0.628860138,0.003022004,0.368117858,10589,0.005347785,-0.240981653,0.241486796,O,1
448609,1837500,3.8770616,0.655,3.385,0.558649789,0.321518987,0.119831224,2370,-0.064862564,0.077515331,-0.006799838,M,1
448614,572000,3.73610045,0.165,3.87,0.831213567,0.140169581,0.028616852,3774,0.207701213,-0.103834075,-0.09801421,F,1
448802,7708333.333,3.518793033,1.52,3.376666667,0.577865135,0.264892652,0.157242213,3307,-0.045647218,0.020888995,0.030611152,O,1
449079,1375000,3.94218904,0.302,3.718,0.561304837,0.216535433,0.22215973,1778,-0.062207516,-0.027468224,0.095528668,O,0
449097,1.30E+07,2.7617448,1.936666667,2.183333333,0.684394682,0.315605318,0,2858,0.060882329,0.071601662,-0.126631062,M,1
449104,502000,4.1824324,0.41,4.925,0.776432607,0.223567393,0,1239,0.152920254,-0.020436264,-0.126631062,F,0
449170,650000,4.6049586,-0.13,5.84,0.692546584,0.307453416,0,322,0.069034231,0.063449759,-0.126631062,F,0
449173,505200,5.77552375,-1.1,7.675,0.725207933,0.168586052,0.106206014,3126,0.10169558,-0.075417604,-0.020425048,F,1
450172,5987500,4.149311975,0.63,4.195,0.538145222,0.080077914,0.381776864,9241,-0.085367131,-0.163925743,0.255145802,O,1
450203,4666666.667,3.580759367,0.03,3.93,0.685584563,0.296254257,0.01816118,6167,0.06207221,0.0522506,-0.108469881,F,1
450212,2491666.667,3.690858767,0.996666667,2.946666667,0.432746197,0.459967974,0.107285829,2498,-0.190766156,0.215964318,-0.019345233,M,1
450275,575000,6.0571428,-0.62,9.26,0.524214104,0.472387426,0.003398471,1177,-0.099298249,0.228383769,-0.123232591,M,0
450282,3708333.333,3.148698733,1.266666667,3.09,0.726806014,0.272827283,0.000366703,2727,0.103293661,0.028823626,-0.126264358,F,1
450306,8.00E+06,4.080882933,1.51,3.903333333,0.572160688,0.058687386,0.369151926,6049,-0.051351665,-0.18531627,0.242520864,O,1
450308,16866666.67,4.221616067,2.306666667,3.833333333,0.490808824,0.305882353,0.203308824,8160,-0.13270353,0.061878696,0.076677762,O,1
450351,15500000,3.8670445,1.493333333,3.93,0.61221253,0.287073751,0.100713719,8827,-0.011299823,0.043070094,-0.025917342,M,1
450665,2300000,3.8023266,1.69,3.56,0.589110159,0.189311823,0.221578019,3967,-0.034402194,-0.054691834,0.094946957,O,1
450729,4.00E+06,3.1807878,4.11,3.67,0.731192907,0.13500806,0.133799033,7444,0.107680554,-0.108995596,0.007167971,F,1
451085,2400000,3.437843067,0.596666667,3.316666667,0.563352827,0.3208577,0.115789474,2565,-0.060159527,0.076854043,-0.010841588,M,1
451216,1.00E+07,4.1147609,-0.56,4.66,0.285951787,0.699085619,0.014962594,1203,-0.337560566,0.455081963,-0.111668468,M,0
451532,6250000,4.6639639,-0.03,4.42,0.777044855,0.13060686,0.092348285,758,0.153532502,-0.113396797,-0.034282777,F,0
451584,4866666.667,2.5749162,1.68,2.42,0.778887001,0.000212404,0.220900595,4708,0.155374648,-0.243791252,0.094269533,F,1
451596,10833333.33,3.998771067,2.366666667,3.703333333,0.526510742,0.446502275,0.026986983,9449,-0.097001611,0.202498619,-0.099644079,M,1
451628,575000,4.9837837,-0.51,4.14,0.667916042,0.28035982,0.051724138,1334,0.044403689,0.036356163,-0.074906924,F,0
451661,504400,3.158111233,0.133333333,4.323333333,0.698089701,0.051079734,0.250830565,2408,0.074577348,-0.192923922,0.124199503,O,1
451773,515000,7.4857142,-0.13,11.57,0.788351107,0.208367514,0.003281378,1219,0.164838754,-0.035636142,-0.123349683,F,0
451775,6.00E+05,2.9777778,0.29,1,0.809565988,0.159433127,0.031000886,1129,0.186053635,-0.08457053,-0.095630176,F,0
451788,4.00E+06,3.6353393,-1.01,5.29,0.620359955,0.16591676,0.213723285,1778,-0.003152398,-0.078086896,0.087092223,O,0
452657,14406250,3.0725647,2.655,2.99,0.789123631,0.145344288,0.065532081,10224,0.165611278,-0.098659369,-0.06109898,F,1
452666,812633.3333,3.606989267,1.043333333,3.193333333,0.598680075,0.302639849,0.098680075,3182,-0.024832278,0.058636192,-0.027950986,M,1
452718,5891666.667,4.8570328,0.303333333,5.21,0.726380368,0.065398773,0.208220859,8150,0.102868015,-0.178604884,0.081589797,F,1
452733,2300000,3.749062367,0.12,3.57,0.565745394,0.291876047,0.142378559,2388,-0.057766959,0.04787239,0.015747498,M,1
453156,509500,4.230303,0.29,4.91,0.541538462,0.171282051,0.287179487,975,-0.081973892,-0.072721605,0.160548426,O,0
453172,1075000,3.5582089,1.25,2.28,0.837467921,0.135585971,0.026946108,2338,0.213955568,-0.108417686,-0.099684954,F,1
453178,6120000,4.20440855,-0.1,4.345,0.637638063,0.093988955,0.268372982,9416,0.01412571,-0.150014702,0.14174192,O,1
453184,512300,7.4857142,-0.1,11.57,0.591346154,0.322115385,0.086538462,624,-0.032166199,0.078111728,-0.0400926,M,0
453192,3570312.5,1.87296695,1.105,2.0925,0.528611445,0.470988395,0.00040016,2499,-0.094900908,0.226984739,-0.126230902,M,1
453198,4800000,4.9208564,-0.18,4.3,0.696438996,0.28663164,0.016929364,1713,0.072926643,0.042627984,-0.109701698,F,0
453214,506250,3.9781955,0.385,3.33,0.117647059,0.125565611,0.75678733,1768,-0.505865294,-0.118438046,0.630156269,O,0
453249,535000,4.2,-0.39,6.65,0.553521127,0.367605634,0.078873239,1420,-0.069991226,0.123601977,-0.047757822,M,0
453264,506750,4.44828175,-0.015,6.05,0.600282486,0.344632768,0.055084746,708,-0.023229867,0.100629112,-0.071546316,M,0
453265,1134250,2.63641085,2.505,1.77,0.693019093,0.11127685,0.195704057,3352,0.06950674,-0.132726807,0.069072996,F,1
453281,491500,5.79999315,-0.41,6.145,0.631805158,0.131805158,0.236389685,1396,0.008292805,-0.112198499,0.109758623,O,0
453286,11125000,2.8338349,6.345,3.025,0.572683398,0.24527027,0.182046332,10360,-0.050828955,0.001266614,0.05541527,O,1
453307,499300,3.570141675,0.0775,6.955,0.79739777,0.046468401,0.156133829,1614,0.173885416,-0.197535255,0.029502767,F,0
453311,19083333.33,4.127529933,-0.33,4.413333333,0.477622281,0.30289594,0.219481779,7217,-0.145890072,0.058892283,0.092850717,O,1
453329,8650000,3.1370567,1.796666667,3.446666667,0.694915254,0.17640283,0.128681915,6077,0.071402901,-0.067600826,0.002050854,F,1
453343,2838666.667,2.195527033,2.063333333,1.84,0.767403497,0.002969317,0.229627186,3031,0.143891144,-0.24103434,0.102996124,F,1
453344,6166666.667,4.3191641,0.03,4.676666667,0.551896208,0.406686627,0.041417166,2004,-0.071616145,0.16268297,-0.085213896,M,1
453385,5240000,6.7249042,-1.67,7.01,0.698630137,0.180136986,0.121232877,1460,0.075117784,-0.06386667,-0.005398185,F,0
453562,1301875,3.518790025,3.5825,3.7975,0.528259338,0.423819591,0.047921071,7095,-0.095253015,0.179815935,-0.07870999,M,1
