uid,lat,lng,locCount
39394302,39.24924,-76.64718,1
39591657,39.24925,-76.688095,1
40180473,39.249256,-76.627686,1
41745141,39.249275,-76.62588,1
46084167,39.249294,-76.69386,1
41328150,39.249332,-76.62686,1
67021704,39.24945,-76.51975,1
45994464,39.249493,-76.637596,2
46016898,39.2495,-76.637596,4
39621786,39.249523,-76.647224,1
41824719,39.249535,-76.63961,1
39425970,39.24955,-76.62265,1
40739394,39.24955,-76.63997,1
41390373,39.249573,-76.62325,1
41917122,39.24963,-76.69316,1
41216820,39.24983,-76.63954,1
40358808,39.249832,-76.62405,1
39088140,39.24993,-76.62294,1
39572262,39.24995,-76.62231,1
40176081,39.249966,-76.669266,1
38972778,39.249982,-76.520129,1
45993291,39.25007,-76.62261,1
66601133,39.250084,-76.673615,1
55810140,39.250114,-76.62251,1
39382572,39.250137,-76.645584,1
40383432,39.25014,-76.63947,1
40347483,39.250164,-76.6225,1
11539980,39.250187,-76.63946,1
39920106,39.25026,-76.72414,2
39793674,39.25028,-76.62213,2
62922409,39.250286,-76.63944,1
41765904,39.250313,-76.61894,1
42662460,39.250347,-76.69162,1
39041214,39.250362,-76.664444,1
39432690,39.25037,-76.63873,1
62602216,39.250374,-76.65459,1
41174070,39.2504,-76.66855,1
40391709,39.250607,-76.62087,1
40394937,39.25079,-76.64401,1
65622231,39.250816,-76.628525,1
62941714,39.250835,-76.64409,1
39112926,39.250916,-76.64737,2
41933481,39.250923,-76.64431,1
7819557,39.25095,-76.6444,1
65618262,39.251,-76.64456,2
39119349,39.25104,-76.64473,1
41760696,39.25107,-76.644844,1
40383195,39.25108,-76.6449,4
46263186,39.251102,-76.646576,1
40036551,39.25113,-76.669235,1
39550194,39.251137,-76.6933,1
40690707,39.25123,-76.63982,1
65823306,39.251274,-76.67198,1
63009862,39.251354,-76.61729,1
40377783,39.2514,-76.725426,1
65728689,39.25141,-76.66911,1
39957615,39.251644,-76.66901,3
39142512,39.251656,-76.61842,1
45994743,39.25166,-76.69317,4
2496027,39.25166,-76.693166,1
39495102,39.251713,-76.64638,1
41582052,39.25176,-76.66689,1
39174864,39.25186,-76.66886,1
39899811,39.251892,-76.61399,2
41062431,39.25196,-76.628265,1
62922475,39.25205,-76.46057,1
46016943,39.25207,-76.66877,1
42696756,39.252125,-76.66396,1
41917236,39.252224,-76.459564,1
39134253,39.25228,-76.668686,2
42728841,39.252472,-76.66549,1
62781892,39.252483,-76.66559,1
6412752,39.252518,-76.66578,1
41719917,39.25263,-76.63358,1
67026108,39.252647,-76.66633,1
42684969,39.252655,-76.46096,1
41777616,39.252674,-76.7008,1
39433170,39.252678,-76.66828,1
41042676,39.252712,-76.650345,1
41421165,39.25275,-76.46041,1
42712488,39.252857,-76.64017,1
40164189,39.252865,-76.66719,1
40406523,39.25294,-76.461136,1
40212489,39.25297,-76.63276,1
41766348,39.25308,-76.6492,1
41849859,39.253082,-76.66571,1
40739376,39.25316,-76.62406,1
62516158,39.253246,-76.62953,1
65914027,39.253338,-76.650116,1
40390926,39.25339,-76.6683,2
62784880,39.25344,-76.64609,1
41431467,39.253544,-76.72689,1
54176304,39.25356,-76.66887,1
2372985,39.253561,-76.668866,1
41822697,39.25363,-76.6735,1
40707156,39.253677,-76.67349,1
39798111,39.25368,-76.669075,2
66720446,39.253735,-76.4613,1
40186227,39.25377,-76.65169,1
39103980,39.25382,-76.63848,1
41411544,39.253826,-76.61748,2
31184366,39.253834,-76.61788,1
46016937,39.253872,-76.52418,1
2822769,39.25397,-76.654854,2
39119019,39.253994,-76.65591,1
65895352,39.254036,-76.65424,1
40403352,39.254044,-76.65424,1
41538858,39.254147,-76.63866,1
40760592,39.254147,-76.653786,1
62495341,39.25416,-76.64526,1
13480776,39.254166,-76.65528,1
41830083,39.25419,-76.655334,1
41223657,39.254234,-76.46103,1
45994194,39.25424,-76.65544,1
62791534,39.25424,-76.48719,1
40730667,39.254257,-76.63825,1
40709247,39.254257,-76.65549,1
6522437,39.2543,-76.65496,1
13311309,39.25431,-76.6469,1
40936968,39.254395,-76.616,1
54408102,39.254627,-76.46081,1
6593875,39.25467,-76.644516,1
41853204,39.254997,-76.63779,1
40402575,39.255,-76.65844,1
39571071,39.25506,-76.62923,1
38998992,39.255108,-76.510727,1
39173937,39.255207,-76.72831,1
41371116,39.25522,-76.67264,1
39050781,39.25545,-76.5097,1
39960603,39.255554,-76.692894,1
42690666,39.25556,-76.46578,1
39532206,39.25557,-76.52315,1
41071407,39.255604,-76.46127,1
62785441,39.25562,-76.63164,1
40177293,39.25567,-76.6383,2
42720804,39.255684,-76.68669,1
62532967,39.25589,-76.68119,2
39560433,39.255898,-76.68119,1
41331189,39.255905,-76.52161,1
65812158,39.255955,-76.6867,1
39386172,39.256027,-76.46188,1
39001248,39.256031,-76.685913,1
40375578,39.25609,-76.655945,1
6879578,39.256096,-76.49835,1
40318758,39.256184,-76.63354,1
39574053,39.256218,-76.64606,1
40374753,39.25629,-76.68263,4
11497280,39.256306,-76.46443,1
40354095,39.256313,-76.46136,1
41830629,39.256313,-76.46443,1
40376463,39.256382,-76.522285,2
55807800,39.256393,-76.52225,1
41932422,39.256397,-76.68204,6
40179360,39.2564,-76.52222,1
39804345,39.256462,-76.68355,3
40936242,39.256477,-76.6324,1
46093674,39.256477,-76.63316,1
55810029,39.25649,-76.681564,3
40795116,39.25651,-76.5119,1
41800479,39.25654,-76.69115,1
41362605,39.256577,-76.68109,7
66165958,39.256588,-76.68578,1
40212462,39.256588,-76.50007,1
5973826,39.256603,-76.50587,1
40786404,39.25663,-76.68573,1
45994833,39.256653,-76.68569,1
40204698,39.25667,-76.49547,1
40199493,39.256706,-76.68438,1
45994794,39.25671,-76.68003,1
63243994,39.256714,-76.68439,1
45994836,39.256744,-76.69142,1
39658104,39.25681,-76.52406,2
39053991,39.257046,-76.522575,1
39113979,39.25711,-76.52421,1
65733672,39.25712,-76.524216,1
63271732,39.25714,-76.52108,1
41379549,39.257175,-76.49984,1
41058039,39.257195,-76.51939,2
39100779,39.257217,-76.525925,1
40281510,39.257256,-76.68485,1
40395564,39.257317,-76.679596,1
6637600,39.257343,-76.79176,1
39867990,39.257378,-76.632576,1
39261945,39.257378,-76.68467,1
66818021,39.257416,-76.6773,8
53907969,39.257446,-76.68134,1
39048444,39.25748,-76.5306,1
41162778,39.25755,-76.684425,1
39404880,39.25756,-76.523994,1
62502439,39.25757,-76.638,1
11548368,39.257584,-76.52261,1
40189506,39.25759,-76.51766,1
62778892,39.257614,-76.463455,1
55810056,39.25765,-76.6909,1
41362548,39.257656,-76.52218,1
11987093,39.25767,-76.52276,1
40404702,39.25771,-76.63507,1
40751673,39.257713,-76.52198,1
41621817,39.25776,-76.52178,1
39569082,39.257786,-76.688255,1
45994767,39.2578,-76.52168,1
62878140,39.257812,-76.6811,1
38996979,39.257814,-76.681096,1
41403462,39.257954,-76.63367,1
66622112,39.257977,-76.68214,1
40358763,39.257977,-76.63696,1
39887943,39.257984,-76.68212,1
11564368,39.257988,-76.68212,1
39368553,39.25799,-76.68211,2
40671846,39.258,-76.65957,1
12306924,39.258,-76.682106,1
54180480,39.25802,-76.523,2
65918911,39.258057,-76.53104,1
39246024,39.25812,-76.5225,1
45994422,39.25815,-76.66334,1
41553051,39.25819,-76.524635,1
41412471,39.258244,-76.46248,1
62995801,39.25834,-76.642365,1
40385733,39.258343,-76.68175,1
12083822,39.25836,-76.64253,2
41201493,39.258396,-76.64284,2
41545542,39.258423,-76.64304,1
40204614,39.25843,-76.66292,1
55810107,39.258495,-76.65616,1
39081387,39.258537,-76.522896,3
6239442,39.25861,-76.68078,1
40326369,39.258633,-76.540634,3
39641853,39.25874,-76.67764,1
56146740,39.258873,-76.48878,1
39505890,39.258907,-76.73809,1
40659285,39.258938,-76.656975,1
39807498,39.258957,-76.5126,1
55834593,39.25898,-76.68416,2
41186697,39.258984,-76.52418,1
45994866,39.259003,-76.51576,1
40386930,39.259197,-76.47189,1
55808163,39.259197,-76.68589,1
62502460,39.25923,-76.64503,1
40663809,39.25929,-76.7158,1
45994788,39.259296,-76.67791,2
42646602,39.259407,-76.52522,8
39121521,39.25943,-76.69584,1
39774783,39.259445,-76.53264,1
67045728,39.259518,-76.678024,1
3368186,39.259554,-76.65452,2
40205535,39.259556,-76.65452,1
66771005,39.259563,-76.66144,1
39200031,39.259567,-76.68489,1
39198651,39.25961,-76.66909,2
40392687,39.25965,-76.66047,1
6547195,39.25968,-76.66361,4
62528764,39.259693,-76.69794,1
39527085,39.25973,-76.667206,2
55828587,39.259743,-76.66709,1
66825794,39.259796,-76.66026,1
39879546,39.25987,-76.67742,1
40670493,39.259872,-76.67911,1
39940035,39.259884,-76.66013,1
39174723,39.25998,-76.67144,1
56132208,39.26001,-76.46296,1
63005314,39.260036,-76.66904,1
41389167,39.260048,-76.54291,2
40214403,39.260094,-76.53997,1
5826743,39.2601,-76.67722,5
40190439,39.26012,-76.68691,1
6810008,39.260136,-76.67719,4
55807476,39.260155,-76.685,1
45994290,39.260185,-76.65545,1
40360809,39.2602,-76.6821,2
40353918,39.260204,-76.511894,1
39927543,39.260212,-76.526306,1
40788093,39.260216,-76.660164,1
54420210,39.26022,-76.66797,1
40204005,39.26024,-76.68666,1
45994305,39.2604,-76.66038,1
39225375,39.26043,-76.67697,4
39051123,39.260433,-76.633644,1
40408974,39.26045,-76.67087,1
39487155,39.26051,-76.5256,1
63281713,39.260563,-76.67686,3
42695667,39.260567,-76.66412,1
39835665,39.26058,-76.476616,1
63243853,39.260662,-76.66691,2
40384596,39.260696,-76.67043,1
39658071,39.260708,-76.67056,1
42715479,39.26072,-76.733574,1
40791129,39.260754,-76.678635,1
41014143,39.260784,-76.686584,1
63244066,39.260796,-76.47526,1
41096229,39.260815,-76.51105,1
40401717,39.260822,-76.69562,1
41414004,39.260826,-76.680824,1
39981330,39.26086,-76.65418,1
39980223,39.26088,-76.65407,1
63272998,39.26089,-76.517815,1
55807470,39.260902,-76.69553,1
39395121,39.260906,-76.666306,1
39105033,39.260986,-76.66761,3
46047327,39.26101,-76.475464,1
62698393,39.261024,-76.67206,1
40400694,39.261047,-76.68474,1
6417512,39.261124,-76.686104,1
56049084,39.261143,-76.634,1
55808244,39.261192,-76.681244,1
41069880,39.261196,-76.66172,1
39004818,39.261254,-76.667716,1
62511121,39.261265,-76.51634,1
40705935,39.26127,-76.671265,2
39407595,39.26134,-76.68775,1
55809996,39.261436,-76.694244,1
40191954,39.261463,-76.63329,1
11938258,39.26147,-76.667175,2
40326474,39.261524,-76.66576,1
39371781,39.261547,-76.64006,1
41037744,39.261555,-76.462715,2
42661182,39.261642,-76.46273,1
39048276,39.261642,-76.68478,1
42726093,39.26168,-76.6727,1
62611012,39.261684,-76.69571,1
13374729,39.261845,-76.68713,1
41925090,39.26187,-76.66077,1
41821200,39.26191,-76.69606,1
12003513,39.262005,-76.5335,1
39249036,39.26202,-76.696236,1
39904788,39.262024,-76.48086,1
62539996,39.262115,-76.670555,2
41329398,39.26213,-76.69641,1
41216727,39.262135,-76.66442,1
65729625,39.262142,-76.66442,1
39759861,39.262207,-76.696526,1
40401747,39.26223,-76.69548,1
41370915,39.262257,-76.660194,1
41744871,39.26229,-76.67088,2
42707331,39.2623,-76.67089,4
54424554,39.2623,-76.6844,1
54189258,39.26236,-76.60933,1
39470745,39.2624,-76.68771,1
39883494,39.26253,-76.48267,1
41849136,39.26265,-76.69444,1
39254454,39.26265,-76.68793,1
62922334,39.262768,-76.665245,1
41886957,39.262775,-76.665245,2
41332680,39.262917,-76.68514,1
40375587,39.26292,-76.53249,1
54168552,39.263065,-76.634285,1
41751441,39.263065,-76.658356,1
41055786,39.263092,-76.66935,1
39216516,39.26311,-76.683784,1
66601571,39.263115,-76.484535,1
41720607,39.26319,-76.607635,1
45994665,39.26321,-76.68396,1
42634479,39.26328,-76.65864,1
66771011,39.263405,-76.53455,1
40180941,39.263424,-76.6749,1
39142716,39.263447,-76.475876,1
63243832,39.26345,-76.639275,1
56145801,39.26357,-76.77985,1
40716306,39.263577,-76.68767,1
39599658,39.2636,-76.63396,1
65997436,39.263626,-76.63431,1
39212289,39.263714,-76.68417,1
65901073,39.26379,-76.634796,1
40836732,39.263798,-76.68416,1
39419946,39.26388,-76.63312,1
41362485,39.264103,-76.489555,1
39459126,39.26411,-76.682755,1
41008596,39.2642,-76.51704,1
39531630,39.264236,-76.67987,1
39064380,39.264256,-76.674255,1
40046670,39.26426,-76.52973,1
39242949,39.264263,-76.674255,1
39429468,39.264267,-76.534645,2
39814431,39.264336,-76.65466,1
41832834,39.264362,-76.68535,1
41756403,39.26451,-76.633766,1
42721293,39.264572,-76.63456,1
40221798,39.264618,-76.6544,1
40370031,39.264645,-76.53621,3
41915025,39.26468,-76.6047,2
40278990,39.2647,-76.544914,10
63243826,39.26475,-76.65397,1
39100851,39.264828,-76.468025,1
45994569,39.26483,-76.52702,1
40795158,39.264885,-76.48078,1
39993876,39.264896,-76.65481,1
41444136,39.2649,-76.65381,1
66819407,39.264904,-76.697624,1
66715184,39.264915,-76.69842,1
39940224,39.265003,-76.673325,1
46249215,39.265053,-76.65426,1
46098711,39.265095,-76.685974,1
39800841,39.265102,-76.69783,1
40397922,39.265114,-76.69779,1
39385389,39.26512,-76.69777,1
39252594,39.26513,-76.52631,1
40730745,39.26517,-76.6546,1
40836387,39.26519,-76.70942,1
40203219,39.265205,-76.46397,1
39587205,39.26521,-76.53492,1
40341024,39.26522,-76.767815,2
54416076,39.265278,-76.5054,1
40178853,39.265385,-76.52754,1
39266373,39.265408,-76.50602,2
39951252,39.26542,-76.50601,1
55808643,39.26543,-76.698235,1
41071404,39.26543,-76.506004,1
39608484,39.26545,-76.69823,1
39597507,39.26545,-76.69831,1
41332143,39.265453,-76.506,1
65816865,39.265476,-76.465256,1
40660191,39.265526,-76.644615,1
40203741,39.26554,-76.53796,1
39468156,39.265614,-76.70332,1
39923979,39.265743,-76.76136,2
6888278,39.265804,-76.69863,2
55808739,39.26593,-76.6168,1
12289984,39.26607,-76.704544,1
39423795,39.266075,-76.65277,1
40734918,39.266083,-76.69926,1
54201675,39.26617,-76.64342,1
63243976,39.266254,-76.49274,1
40394856,39.26627,-76.68963,1
66609608,39.266373,-76.65325,1
39639027,39.266415,-76.616974,1
40369806,39.266476,-76.65314,1
62688742,39.26651,-76.69294,1
14617951,39.266537,-76.64331,1
55810104,39.266605,-76.63468,1
62612704,39.26662,-76.74103,1
11511584,39.26665,-76.64289,1
38977776,39.266663,-76.496269,1
5276269,39.266724,-76.64508,1
41818410,39.266724,-76.67217,1
66056637,39.26673,-76.64619,1
45994713,39.266735,-76.73198,1
39084021,39.26675,-76.4965,2
63243934,39.266876,-76.67259,1
65622240,39.2669,-76.52793,1
41936199,39.266914,-76.53392,1
40773081,39.26694,-76.671906,1
65631153,39.267086,-76.64444,1
54389319,39.267113,-76.79656,1
53912061,39.267162,-76.79734,1
12445944,39.267174,-76.49751,1
41118945,39.26718,-76.46621,2
31195046,39.26721,-76.797356,1
55807497,39.267212,-76.797455,1
46016961,39.26723,-76.798294,1
39244128,39.267258,-76.727234,4
42664806,39.26729,-76.74585,1
39122553,39.26732,-76.79662,1
41330220,39.26733,-76.79782,3
39845919,39.26733,-76.79918,1
41733795,39.267345,-76.79725,1
41621343,39.267372,-76.796364,1
41887530,39.267372,-76.46848,1
39574035,39.267403,-76.532265,1
41934459,39.267414,-76.79766,1
2356082,39.267434,-76.797793,1
40376982,39.267445,-76.80054,1
62876652,39.267483,-76.73239,1
41522979,39.2675,-76.79826,1
41332326,39.267506,-76.7954,1
3708244,39.267506,-76.65196,1
41354646,39.26757,-76.79751,1
62502538,39.267574,-76.50473,1
41061756,39.2676,-76.65868,1
40167105,39.267624,-76.497696,1
40350993,39.267624,-76.59881,1
40197732,39.26765,-76.7053,1
41875782,39.267696,-76.49876,1
40390032,39.2677,-76.73228,1
66129415,39.267704,-76.629906,1
41420496,39.267704,-76.79623,1
40165707,39.267727,-76.7051,1
41576259,39.26777,-76.61226,1
39409278,39.26777,-76.6589,1
40362495,39.267773,-76.53194,9
39088284,39.267773,-76.49805,1
12084707,39.267784,-76.70451,1
41416464,39.26781,-76.49814,1
46022628,39.267826,-76.79488,1
41076570,39.267826,-76.53003,1
38974266,39.267846,-76.498226,1
39868092,39.267864,-76.498276,1
40191789,39.267868,-76.631386,1
65813328,39.26787,-76.531136,1
63243835,39.267876,-76.61305,1
41810841,39.26788,-76.659035,1
40791765,39.267902,-76.659065,1
40774095,39.267906,-76.79763,1
39196134,39.267918,-76.48344,1
65618319,39.267933,-76.50452,1
40404837,39.26795,-76.732574,1
65945263,39.26796,-76.70476,1
41597721,39.26798,-76.79972,1
66614309,39.267998,-76.658714,1
41832573,39.268005,-76.79536,1
39403911,39.268013,-76.795364,1
39382329,39.26803,-76.79453,1
41037201,39.26804,-76.61193,1
46241700,39.268047,-76.64611,1
39494784,39.26807,-76.467354,2
40191948,39.268074,-76.610245,2
39098886,39.268074,-76.49876,1
42633000,39.26808,-76.610245,1
65913886,39.26809,-76.68495,1
40388871,39.268093,-76.686935,1
39148782,39.268135,-76.65039,1
62605336,39.268166,-76.59009,1
40203009,39.26818,-76.705246,2
41413335,39.26819,-76.53549,1
39957060,39.268196,-76.59078,1
42691149,39.26823,-76.50434,1
40653318,39.268272,-76.706345,1
39587289,39.268284,-76.5332,1
41411415,39.268295,-76.61434,3
40401264,39.268322,-76.65229,1
65826615,39.26833,-76.64925,1
46072329,39.268353,-76.6505,1
65964376,39.268406,-76.680466,2
39499155,39.268414,-76.79925,1
53912016,39.268417,-76.73276,1
42620460,39.26842,-76.65127,1
46249206,39.26845,-76.59152,1
63270895,39.268467,-76.49818,1
53912058,39.26853,-76.80002,1
39376197,39.26853,-76.591675,1
40200435,39.268543,-76.61443,1
39252732,39.268566,-76.70561,2
7809442,39.268566,-76.61026,1
66701795,39.268578,-76.6573,1
41914503,39.26858,-76.59995,1
62534932,39.268616,-76.470055,1
41854239,39.268635,-76.641335,1
39161877,39.268658,-76.59277,1
40180770,39.268673,-76.59342,1
39403062,39.268677,-76.597916,2
66621785,39.268684,-76.597916,1
39139200,39.268764,-76.49905,1
39234099,39.26877,-76.64849,1
39884322,39.268787,-76.79926,1
41810481,39.26881,-76.530266,2
66134380,39.268818,-76.53027,1
39058818,39.26883,-76.59387,1
39041118,39.26884,-76.70548,2
46084164,39.26885,-76.657524,1
